drug,gene_symbol,block_assignment,shared_modalities,tissue_modalities,tissue_blocks
Ispinesib Mesylate,LAMB1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,LEMD3,shared,copy_number,NA,NA
Ispinesib Mesylate,LINC00651,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,LOC100287010,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MANSC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MARCKS,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,ME1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MET,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MIR3194,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MIR3616,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MIR645,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MOCS3,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MTRNR2L6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MYB,shared,expression,NA,NA
Ispinesib Mesylate,MYOF,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,MZB1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,NCOA7,shared,copy_number,NA,NA
Ispinesib Mesylate,NDRG3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,NFATC2,shared,copy_number,NA,NA
Ispinesib Mesylate,NR2F2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,NUAK1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,P2RY8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PARD6B,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PERP,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PHLDA2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PIK3CG,shared,expression,NA,NA
Ispinesib Mesylate,PLK2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PLOD2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,POU2AF1,both,expression,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PPAP2B,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PPAP2C,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PPIC,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PRSS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PRSS23,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PTGIS,shared,copy_number,NA,NA
Ispinesib Mesylate,PTGR1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,PTPN1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,RAI14,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,RB1,tissue,NA,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,RBL1,shared,copy_number,NA,NA
Ispinesib Mesylate,RCSD1,both,expression,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,REEP1,shared,copy_number,NA,NA
Ispinesib Mesylate,RND3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,RNF103,shared,copy_number,NA,NA
Ispinesib Mesylate,RNF114,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SDC4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SH3BP4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SLC9A8,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SMAD1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SNORD12B,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SNX7,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SOX9,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SPATA2,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SPEF2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SPINT4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,SRC,shared,rppa_total,NA,NA
Ispinesib Mesylate,STAU1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,STK11,tissue,NA,copy_number,LUNG
Ispinesib Mesylate,THNSL2,shared,copy_number,NA,NA
Ispinesib Mesylate,TJP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,TM4SF1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,TMEM189,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,TOM1L1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,TSPAN6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,VAV1,shared,expression,NA,NA
Ispinesib Mesylate,YAP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,ZNF705B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JNK Inhibitor VIII,ALDH9A1,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
JNK Inhibitor VIII,CAV1,shared,rppa_total,NA,NA
JNK Inhibitor VIII,GMFG,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JNK Inhibitor VIII,GRM5,tissue,NA,copy_number,OVARY
JNK Inhibitor VIII,IGJ,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JNK Inhibitor VIII,KBTBD8,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
JNK Inhibitor VIII,KDR,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JNK Inhibitor VIII,MYB,shared,expression,NA,NA
JNK Inhibitor VIII,"NALCN",tissue,NA,copy_number,CENTRAL_NERVOUS_SYSTEM
JNK Inhibitor VIII,PIP5K1B,shared,expression,NA,NA
JNK Inhibitor VIII,RAF1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JNK Inhibitor VIII,SATB1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
JNK Inhibitor VIII,SERPINE1,both,rppa_total,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JNK Inhibitor VIII,TCF4,tissue,NA,copy_number,OESOPHAGUS
JNK Inhibitor VIII,TWIST2,both,copy_number,copy_number,OVARY
JNK Inhibitor VIII,WWTR1,both,rppa_total,rppa_total,OVARY
JNK-9L,C9ORF72,shared,copy_number,NA,NA
JNK-9L,ELAC2,shared,copy_number,NA,NA
JNK-9L,GAB2,shared,rppa_total,NA,NA
JNK-9L,GAL,shared,copy_number,NA,NA
JNK-9L,GLOD4,shared,copy_number,NA,NA
JNK-9L,GOLGA6L9,shared,copy_number,NA,NA
JNK-9L,LCK,shared,rppa_total,NA,NA
JNK-9L,MAP6,shared,copy_number,NA,NA
JNK-9L,MTOR,shared,rppa_total,NA,NA
JNK-9L,MYOCD,shared,copy_number,NA,NA
JNK-9L,NXN,shared,copy_number,NA,NA
JNK-9L,PEA15,shared,rppa_total,NA,NA
JNK-9L,RPS17L,shared,copy_number,NA,NA
JNK-9L,SRC,shared,rppa_phospho,NA,NA
JQ1,ADAM6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,ADAMTS16,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,ALOX5AP,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,ARSJ,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,ATP9A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,BASP1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,BUB1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,C5ORF49,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,CAMK2D,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,CARD6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,CD37,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,CENPE,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,CISD2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,CMBL,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,CTNNB1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,CXORF21,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,DOCK2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,EGFLAM,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,FAM105A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,FAM105B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,FAM173B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,FNDC3B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,G3BP1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,IKZF1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,KRT83,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,KRT84,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LAMP2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LEF1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LEF1-AS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LOC100130744,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LOC100506776,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LOC255167,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LOC285696,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LOC340094,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LOC401177,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LOC442132,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LOC541471,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,LSP1P3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MAGEC1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MAGEC3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MANBA,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MARCH6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MED10,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MET,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MIR1243,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MIR1973,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MIR4278,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MIR577,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MSL2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,MYO10,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,NCK1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,NDST4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,OTOS,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,PAPD7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,PLD1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,PPP2R3A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,PRSS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,RAI14,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,RNASE6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,SCIN,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,SGK2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,SLC39A8,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,SNORD123,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,SPANXE,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,SRD5A1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,TMEM212,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,TNFRSF17,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,UBE2QL1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1,ZNF622,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ12,PECAM1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JQ1_repl_163,SFTA3,tissue,NA,expression,LUNG
JW-7-24-1,ADAM6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,ADAMTS5,tissue,NA,expression,BONE
JW-7-24-1,AGPAT9,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,AIF1L,tissue,NA,expression,BONE
JW-7-24-1,AIG1,tissue,NA,expression,BONE
JW-7-24-1,AK3,tissue,NA,copy_number,LUNG
JW-7-24-1,AMIGO2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,AMOTL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,ANXA1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,APCDD1L-AS1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,ARHGAP15,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,ARHGAP40,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,ATP1B1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,ATP8B1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,B4GALT5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,BAIAP2L1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,BAMBI,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,C19ORF33,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,CD53,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,CD79B,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,CDC42EP3,tissue,NA,expression,BONE
JW-7-24-1,CEBPB,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,CHEK2,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,CNN3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,CPA4,tissue,NA,expression,BONE
JW-7-24-1,CRYBG3,tissue,NA,expression,BONE
JW-7-24-1,CTAGE5,tissue,NA,copy_number,LUNG
JW-7-24-1,CTTN,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,CUEDC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,CXORF21,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,DDX27,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,DMKN,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,DOCK2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,DSP,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,DUSP22,tissue,NA,copy_number,LUNG
JW-7-24-1,EIF4EBP1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,EPHA5,tissue,NA,expression,BONE
JW-7-24-1,ERBB3,shared,rppa_total,NA,NA
JW-7-24-1,FAM129C,tissue,NA,copy_number,LUNG
JW-7-24-1,FAM65C,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,FBXO33,tissue,NA,copy_number,LUNG
JW-7-24-1,FBXW7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,FHL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,FOXC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,FOXD1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,FRMD3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,FUCA2,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GADD45B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GDF15,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GLIS2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GLRA4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GMFG,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GPR126,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GPRC5A,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GPX8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,GREM1,tissue,NA,expression,BONE
JW-7-24-1,HES4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,HLA-B,tissue,NA,copy_number,OESOPHAGUS
JW-7-24-1,HRCT1,tissue,NA,expression,BONE
JW-7-24-1,ID1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,IER3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,IFLTD1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,IGLL1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,IL18,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,IL1RAPL2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,KCNB1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,KCNK12,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,KIAA0125,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,KLHL29,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,KRT7,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,LAPTM5,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,LGALS3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,LINC00226,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,LINC00319,tissue,NA,copy_number,LUNG
JW-7-24-1,LINC00651,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,LOC284294,tissue,NA,copy_number,LUNG
JW-7-24-1,LRMP,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MAL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MANSC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MAP4K5,tissue,NA,copy_number,KIDNEY
JW-7-24-1,MARCKS,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MATN2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MDGA2,both,copy_number,copy_number,KIDNEY
JW-7-24-1,ME1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MET,tissue,NA,expression,BONE
JW-7-24-1,MICAL2,tissue,NA,expression,BONE
JW-7-24-1,MIR3194,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MIR3616,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MIR645,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MYOF,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,MYOM2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,NDRG3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,NLGN1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,NR2F2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,NUAK1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,OR4F4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,PLK2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,PMEPA1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,POU2AF1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,PPAP2C,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,PTGR1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,PTPN1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,RCSD1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,RIN2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,RNF114,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,RRAS2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,S100A2,tissue,NA,expression,BONE
JW-7-24-1,SCML1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,SDC4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JW-7-24-1,SH3D19,tissue,NA,expression,BONE
