drug,gene_symbol,block_assignment,shared_modalities,tissue_modalities,tissue_blocks
IPA-3,MUT,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,NCALD,shared,copy_number,NA,NA
IPA-3,PFN2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,PHLDA2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,PIR,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,PLA2G16,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,PLS3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,PON2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,PPP1R3B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,PRSS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,PTPRK,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,RAD51,shared,rppa_total,NA,NA
IPA-3,RCSD1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,RPS6KB1,shared,rppa_total,NA,NA
IPA-3,RPTOR,shared,copy_number,NA,NA
IPA-3,SCML1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,SCN9A,shared,copy_number,NA,NA
IPA-3,SDC4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,SNX7,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,SPAG1,shared,copy_number,NA,NA
IPA-3,TIE1,both,copy_number,copy_number,LUNG
IPA-3,TJP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,TMEM54,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,TSPAN8,shared,expression,NA,NA
IPA-3,TUFT1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,YWHAZ,shared,rppa_total,NA,NA
IPA-3,ZNF300,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
IPA-3,ZNF462,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,ADAM5,shared,copy_number,NA,NA
Idelalisib,ADAM6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,ANXA1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,APCDD1L-AS1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,ATP13A5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,ATP9B,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,B4GALT5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,BAIAP2L1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CACNA1B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CAV2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CD19,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CD52,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CLEC1A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CLEC9A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CPXCR1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CRSP8P,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CTNNA1,shared,rppa_total,NA,NA
Idelalisib,CTNNA3,shared,copy_number,NA,NA
Idelalisib,CTNNB1,shared,rppa_total,NA,NA
Idelalisib,CTTN,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,CXORF21,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,DHRS13,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,DOCK8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,ELF4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,ETNK1,both,copy_number,copy_number,LUNG
Idelalisib,FGF6,both,copy_number,copy_number,LUNG
Idelalisib,FOXD1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,FRMD6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,GDF15,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,GLIS2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,GLRA4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,GPR126,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,ID1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,IGLL5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,IL1RAPL2,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,JMY,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,KCNMB2-IT1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,KIAA1210,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,KLRF2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,LINC00477,tissue,NA,copy_number,LUNG
Idelalisib,LOC92249,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,LRCH2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MAPK14,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MED15,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MIR1226,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MIR3616,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MIR4443,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MIR920,tissue,NA,copy_number,LUNG
Idelalisib,MS4A1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MSH3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MTRNR2L2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MTRNR2L6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,MUC16,shared,mutation,NA,NA
Idelalisib,"NAMPT",tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,NCOA3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,NDRG3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,NUAK1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,OR4F4,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,PABPC5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,PAPD4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,POM121L1P,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,PRAME,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,PTPN1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,RASGRF2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,RCSD1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,SLC9A8,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,SPIN4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,STAU1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,STEAP1B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,SULT2B1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,TFDP2,tissue,NA,copy_number,LUNG
Idelalisib,TJP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,TMEM189,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,TMEM236,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,TMEM52B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,TMEM54,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,TNFRSF12A,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,TP53BP1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,WT1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,WT1-AS,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Idelalisib,ZNF280A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,AIF1L,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,AKAP6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ALS2CR12,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ANO3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,APEX2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ARHGEF33,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ARSB,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ARSD,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ATP11C,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,C1ORF129,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,C20ORF94,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,CCBE1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,CNTRL,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,CORO2A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,CRAT,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,CRB2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,DBC1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,DENND1A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,DTX2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,EIF4G3,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,EMP2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,EXO1,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,EXT2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,FAHD2A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,FAM78A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,FANCD2,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,FBXW4P1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,FOLR3,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,FRS2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,FTO,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,G3BP1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,GLE1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,GNB1L,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,HNRNPD,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,HTRA1,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,IKZF1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,KCNQ2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,KRT35,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LAMC3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LHX2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LHX3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LMX1B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100129034,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100130691,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100130954,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100272217,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100287010,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100289019,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100505478,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100506023,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100506100,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC100506190,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LOC730091,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LPAR6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,LUZP2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MBP,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MEGF9,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MIR147A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MIR2861,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MIR2964A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MIR4478,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MIR4687,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MPP7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MROH1,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,MUT,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,"NAA15",tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,NCS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,NDRG3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,NOVA1,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,NUP214,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,OACYLP,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,OLFM1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,OR1L8,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,OR1Q1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,OR5E1P,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ORM1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PAGE1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PCDH9,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PDCD1LG2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PGAP1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,POMT1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PRDX1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PRKCD,tissue,NA,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PSAP,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PSME4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,PVT1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,QRFP,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,QSOX2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,RAB36,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,RABEPK,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,RABGAP1L,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,RAF1,tissue,NA,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,RARRES1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,RCBTB2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,RTDR1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SEPT7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SHC1,tissue,NA,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SHISA9,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SLC25A1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SLC2A8,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SNCA,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SNORD56B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SOS2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SPTAN1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,STAT1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,STOM,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,SYK,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,TJP1,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,TMEM132D,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,TUBBP5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,USP20,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,WSCD1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,XIRP2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,YY1,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ZBTB43,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ZBTB6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Imatinib,ZNF280C,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,ADNP,shared,copy_number,NA,NA
Ispinesib Mesylate,AMIGO2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,AMOTL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,ANXA1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,ARFGEF2,shared,copy_number,NA,NA
Ispinesib Mesylate,ATP1B1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,ATP8B1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,B4GALT5,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,BAIAP2L1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,BAMBI,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,BCAS4,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,CAV2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,CCNB1,shared,rppa_total,NA,NA
Ispinesib Mesylate,CCND1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,CEBPB,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,CHEK2,shared,rppa_total,NA,NA
Ispinesib Mesylate,CNN3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,CNTFR,shared,copy_number,NA,NA
Ispinesib Mesylate,CSE1L,shared,copy_number,NA,NA
Ispinesib Mesylate,CTTN,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,CYR61,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,DDX27,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,DLGAP4,shared,copy_number,NA,NA
Ispinesib Mesylate,DMKN,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,DSP,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,EPS8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,FAM65C,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,FHL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,FLI1,shared,expression,NA,NA
Ispinesib Mesylate,FRG1B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,GDF15,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,GMFG,both,expression,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,GPR126,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,GPRC5A,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,GPX8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,GRHL2,shared,copy_number,NA,NA
Ispinesib Mesylate,ID1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,IGLL1,both,expression,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,IGLL3P,both,expression,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,KCNB1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,KCNG1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Ispinesib Mesylate,KRT7,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
