drug,gene_symbol,block,relevant_tissues,modalities,expr_tau,expr_class,expr_top_tissue,expr_top_to_median,direct_target,pct_improvement_dsen,lto_pct_improvement
Elesclomol,LCK,shared,NA,rppa_total,0.1784513735100486,restricted,SALIVARY_GLAND,1.2263950587898116,FALSE,3.34292038992637,-0.6277039651830623
Vinblastine,INPP4B,shared,NA,rppa_total,0.3137817931735613,restricted,SKIN,1.405023778715109,FALSE,3.52858367133823,-0.23505429592699656
NVP-BHG712,NRG1,shared,NA,rppa_total,0.33459000135851935,restricted,SMALL_INTESTINE,1.5212391482457053,FALSE,14.9653239353183,12.324346827892722
BMS-754807,LINC00158,tissue,LARGE_INTESTINE,copy_number,0.049753707285622235,broad,BILIARY_TRACT,1.0478399428126357,FALSE,0.710369447255811,0.11068771225984471
Masitinib,SAMSN1,shared,NA,expression,0.5262604056387271,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.120386792669499,FALSE,8.98586413600681,11.708921025948673
MG-132,SLC8A1,shared,NA,copy_number,0.2078159811918981,restricted,FIBROBLAST,1.2920688981068722,FALSE,8.34316997182102,NA
AZD6482,INPP4B,shared,NA,rppa_total,0.3137817931735613,restricted,SKIN,1.405023778715109,FALSE,1.10475277103366,-0.5847949904885684
VNLG/124,PREX1,shared,NA,rppa_total,0.3149928408613471,restricted,BONE,1.484607223712422,FALSE,7.00431787899205,-2.6860561509812566
Seliciclib,RET,shared,NA,copy_number,0.4995850324742895,restricted,AUTONOMIC_GANGLIA,2.0046559230551337,FALSE,5.2065508753192304,NA
TL-2-105,ATP9A,shared,NA,copy_number,0.19879891997622656,restricted,SMALL_INTESTINE,1.2177110522927959,FALSE,7.75073371693296,7.9272170733242735
Ispinesib Mesylate,KCNB1,shared,NA,copy_number,0.3191909195676629,restricted,AUTONOMIC_GANGLIA,1.4810229993837691,FALSE,5.11716142598801,2.597224861093527
Tretinoin,MRPL54,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0447927388623379,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0455007221007389,FALSE,3.48672133722667,3.7326213689351166
Dasatinib,TRPA1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.03777480688712548,broad,FIBROBLAST,1.036291765013758,FALSE,12.1357938225475,NA
Bleomycin,DOCK1,shared,NA,copy_number,0.1836556410022363,restricted,SMALL_INTESTINE,1.2214704511291834,FALSE,1.11203980255025,0.3355753288153736
Daporinad,FN1,shared,NA,rppa_total,0.34211113316692476,restricted,FIBROBLAST,1.5766828539950624,FALSE,6.52400670005628,-1.2535514619015373
GSK1070916,PEA15,shared,NA,rppa_total,0.17279098322404585,restricted,FIBROBLAST,1.2049417979018133,FALSE,12.2799112452315,-0.595385679736336
BX-912,QPCT,shared,NA,expression,0.4723937087792136,restricted,SKIN,1.91444801716077,FALSE,6.47729232929053,2.1807207170561504
Genentech Cpd 10,ANGPT2,tissue,LUNG,copy_number,0.035778926416035535,broad,AUTONOMIC_GANGLIA,1.0371117093624695,FALSE,6.46009814011629,3.253673072872552
NVP-BHG712,IKZF1,shared,NA,copy_number,0.45405639182771906,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8333013693126419,FALSE,14.9653239353183,12.324346827892722
Embelin,WWTR1,shared,NA,rppa_total,0.23071783146072808,restricted,KIDNEY,1.244301476752153,FALSE,4.19023962389792,1.1397362404227984
Pictilisib_repl_1527,GAB2,shared,NA,rppa_total,0.17977225204225863,restricted,AUTONOMIC_GANGLIA,1.230087821793168,FALSE,1.13013137746979,0.3130070812801177
NVP-BHG712,DEFA6,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04701474260086831,broad,BILIARY_TRACT,1.0523493063706975,FALSE,14.9653239353183,12.324346827892722
ZM447439,SASH1,shared,NA,copy_number,0.21436650855885975,restricted,SKIN,1.2478626608819192,FALSE,0.793914590677361,0.5643840318155174
Seliciclib,THSD4,shared,NA,copy_number,0.1780734314772674,restricted,UPPER_AERODIGESTIVE_TRACT,1.2274004571297081,FALSE,5.2065508753192304,NA
PF-562271,CAV1,shared,NA,rppa_total,0.21064458915956624,restricted,SALIVARY_GLAND,1.1550410971538845,FALSE,0.686618425508999,0.6540750283686992
FTI-277,CTNNA1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.0391358485392549,broad,PLEURA,1.0293396341081795,FALSE,1.69015639355149,2.3929471582349215
JNK Inhibitor VIII,PIP5K1B,shared,NA,expression,0.520988188586132,restricted,LARGE_INTESTINE,2.166125793260417,FALSE,4.22947940369299,2.3446105878242722
Bleomycin,SMAD3,shared,NA,rppa_total,0.17379969628538017,restricted,PLEURA,1.1975000554482809,FALSE,1.11203980255025,0.3355753288153736
Dacinostat,SRC,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.042705727518808335,broad,LIVER,1.0464998584292557,FALSE,5.49585522376514,5.124254629580314
THZ-2-102-1,CYP19A1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.03153699435564058,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.032174592542052,FALSE,7.58364244488931,2.9459439984064475
BX-912,ITGA4,shared,NA,expression,0.5120388106001703,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.421333575198676,FALSE,6.47729232929053,2.1807207170561504
Vorinostat,FN1,shared,NA,rppa_total,0.34211113316692476,restricted,FIBROBLAST,1.5766828539950624,FALSE,8.83748207346894,3.857935004847989
Pazopanib,COL3A1,shared,NA,expression,0.606165788057546,restricted,FIBROBLAST,3.2990800770153603,FALSE,0.966009808588394,2.224890009854432
Fedratinib,SHISA5,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05156025937561634,broad,PROSTATE,1.048405905022469,FALSE,9.37198847230775,4.086666663485729
RO-3306,SERPINE1,shared,NA,rppa_total,0.4204701246391254,restricted,FIBROBLAST,1.7487733633169833,FALSE,3.9748406009623,1.3540961969601155
CHIR-99021,CHL1,shared,NA,copy_number,0.37951259341976884,restricted,SKIN,1.6171649989890267,FALSE,5.3516178434032,-0.8319699374523633
Seliciclib,ARHGAP19-SLIT1,shared,NA,copy_number,0.25474398195920883,restricted,SMALL_INTESTINE,1.3436462044324078,FALSE,5.2065508753192304,NA
GSK1904529A,CTNNB1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.05605619611461893,broad,THYROID,1.0600318607541857,FALSE,2.50710867176317,1.2114527989353283
GSK429286A,GMFG,shared,NA,expression,0.6057761425078764,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.5457226918956826,FALSE,1.24137740108784,1.8240820638936992
Vinblastine,DOCK2,shared,NA,expression,0.6320187517431444,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.836009734317222,FALSE,3.52858367133823,-0.23505429592699656
BX-912,PRSS1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05090273074354668,broad,PANCREAS,1.0495237782408813,FALSE,6.47729232929053,2.1807207170561504
