drug,gene_symbol,block,relevant_tissues,modalities,expr_tau,expr_class,expr_top_tissue,expr_top_to_median,direct_target,pct_improvement_dsen,lto_pct_improvement
AZD8055,PGR,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.02322378708091334,broad,BREAST,1.0225260581312987,FALSE,8.9615675145938,7.473895973630409
GSK1070916,ARHGAP26,shared,NA,copy_number,0.20495496415037884,restricted,PANCREAS,1.275759965020314,FALSE,12.2799112452315,-0.595385679736336
Docetaxel,GABRA2,shared,NA,copy_number,0.5639140804794518,restricted,SMALL_INTESTINE,2.2974866833218455,FALSE,10.6254834568127,3.9673637371066817
GSK1070916,NPSR1-AS1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.030807982265053185,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0314458654303575,FALSE,12.2799112452315,-0.595385679736336
Bleomycin (50 uM),COMMD10,tissue,CENTRAL_NERVOUS_SYSTEM,copy_number,0.039500676635822386,broad,CENTRAL_NERVOUS_SYSTEM,1.0360181096249086,FALSE,7.45408438663825,2.260925719601204
Methotrexate,FBXL7,shared,NA,copy_number,0.33883810180708124,restricted,SKIN,1.8139842192428688,FALSE,12.9393709105441,3.136914217774742
Sorafenib,KIR2DL4,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.052647113951011765,broad,BILIARY_TRACT,1.0597160196810493,FALSE,7.3069270122872,NA
MG-132,SCYL1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.05178191654009799,broad,FIBROBLAST,1.0515673835501171,FALSE,8.34316997182102,NA
Embelin,ZCWPW2,tissue,LUNG,copy_number,0.05526772188391656,broad,FIBROBLAST,1.0596377388836409,FALSE,4.19023962389792,1.1397362404227984
Navitoclax,CORO2A,shared,NA,copy_number,0.2562496736095585,restricted,OESOPHAGUS,1.3224005454792784,FALSE,7.33644040164538,6.441587042087721
Sorafenib,FRS2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05141348640118862,broad,BREAST,1.0501296962552449,FALSE,7.3069270122872,NA
CHIR-99021_repl_154,CNOT1,tissue,SKIN,copy_number,0.052438771219003776,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.048849281551052,FALSE,0.585792424768429,-0.14730796766746038
Navitoclax,CXCR4,shared,NA,expression,0.5648585835102246,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.3937238646427934,FALSE,7.33644040164538,6.441587042087721
MG-132,INHBE,shared,NA,mutation,0.2917488876538106,restricted,THYROID,1.4434161910772199,FALSE,8.34316997182102,NA
OSU-03012,ITGA4,shared,NA,copy_number,0.5120388106001703,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.421333575198676,FALSE,0.717577240117362,0.13944675836856357
PI-103,CNTFR,shared,NA,copy_number,0.20972360909793164,restricted,AUTONOMIC_GANGLIA,1.270800998587922,FALSE,3.78188593902709,3.9798985195814525
Cytarabine,CLDN7,shared,NA,rppa_total,0.28730128380520237,restricted,PROSTATE,1.3596623833832426,FALSE,5.41527060030388,1.4570999546231487
Fedratinib,SUMF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04879802398377207,broad,SALIVARY_GLAND,1.050630249489839,FALSE,9.37198847230775,4.086666663485729
QL-XI-92,LAT2,shared,NA,expression,0.49770596682478185,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.0125223314758234,FALSE,8.24017749411482,4.403407544065056
WHI-P97,DUSP21,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04875435318144371,broad,SALIVARY_GLAND,1.0505912014662446,FALSE,1.22873404771409,1.4445308431686348
Tretinoin,MLLT1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.052715431955393424,broad,CERVIX,1.0493456840016588,FALSE,3.48672133722667,3.7326213689351166
Imatinib,CRB2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03891734544505108,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.041688301401931,FALSE,11.8764521543301,NA
ZM447439,NDUFA11,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04336740522159814,broad,CERVIX,1.0402126959772813,FALSE,0.793914590677361,0.5643840318155174
FTI-277,CTNNB1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.05605619611461893,broad,THYROID,1.0600318607541857,FALSE,1.69015639355149,2.3929471582349215
Y-39983,PLAC2,shared,NA,copy_number,0.25031752812643804,restricted,CERVIX,1.3791595273392963,FALSE,7.48121270373612,3.3965135814654754
681640,CENPL,tissue,UPPER_AERODIGESTIVE_TRACT,expression,0.05481969733548487,broad,PLEURA,1.0619276099037112,FALSE,1.69836920985424,-0.11573476483035179
681640,ASNSD1,tissue,UPPER_AERODIGESTIVE_TRACT,expression,0.05180506795265231,broad,SMALL_INTESTINE,1.0569124130081753,FALSE,1.69836920985424,-0.11573476483035179
Axitinib,OTC,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03669833156647916,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0399317519003437,FALSE,7.3053048571269,10.042146638791728
AT-7519,VAV1,shared,NA,expression,0.5009647869064806,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.067183941272104,FALSE,9.51141825045037,7.8430492996276
Y-39983,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,7.48121270373612,3.3965135814654754
Genentech Cpd 10,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,6.46009814011629,3.253673072872552
TL-1-85,NLRP1,shared,NA,copy_number,0.1760955078549662,restricted,FIBROBLAST,1.2441605454890772,FALSE,21.9586731708183,20.582537721998957
Sunitinib,KCNMB2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.025754319645085625,broad,ENDOMETRIUM,1.0267838413732444,FALSE,13.2645741785206,NA
Pevonedistat,ODF3,tissue,BREAST,copy_number,0.032118339622641594,broad,SALIVARY_GLAND,1.0309680798582788,FALSE,3.95477956312511,5.443670629925557
S-Trityl-L-cysteine,GSX2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05705291088404338,broad,PLEURA,1.0571638922032787,FALSE,3.30653095310263,NA
GSK690693,PHF20,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05598854753140757,broad,PLEURA,1.0594981478904375,FALSE,6.55177287801742,3.999511052249765
Pevonedistat,KCNH5,tissue,LUNG,copy_number,0.029209185723323854,broad,CERVIX,1.0299031177496198,FALSE,3.95477956312511,5.443670629925557
Serdemetan,CARD8,shared,NA,copy_number,0.23076176997153217,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.2867103221997587,FALSE,2.20549946521956,2.317970776248308
BX-912,GLI3,shared,NA,copy_number,0.2122570965952537,restricted,CENTRAL_NERVOUS_SYSTEM,1.2090450815931968,FALSE,6.47729232929053,2.1807207170561504
Genentech Cpd 10,GMEB2,tissue,LUNG,copy_number,0.05239761511974308,broad,CERVIX,1.052283686874205,FALSE,6.46009814011629,3.253673072872552
GSK269962A_repl_127,FRMD7,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.032360702968192843,broad,BONE,1.0323668536856807,FALSE,4.54228896223732,NA
Bleomycin (50 uM),CLDN7,shared,NA,rppa_total,0.28730128380520237,restricted,PROSTATE,1.3596623833832426,FALSE,7.45408438663825,2.260925719601204
Crizotinib,PGAP1,shared,NA,copy_number,0.28062337421806655,restricted,AUTONOMIC_GANGLIA,1.3630265874658922,FALSE,10.9819142110902,NA
Sunitinib,OR10H2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05327280041164853,broad,SMALL_INTESTINE,1.0569909957904569,FALSE,13.2645741785206,NA
BIX02189,G3BP1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.046937073321323394,broad,THYROID,1.0483569123100902,FALSE,13.7138880807347,11.441858726294596
Saracatinib,LUZP2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04201455848729056,broad,CERVIX,1.0421229791314695,FALSE,5.23821665413157,NA
5-Fluorouracil,LOC100131496,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.051011491112170015,broad,SALIVARY_GLAND,1.0598202430489154,FALSE,10.3599555671561,3.1072259023703506
Elesclomol,LGALS4,shared,NA,expression,0.5784972450772554,restricted,LARGE_INTESTINE,2.3798329963674245,FALSE,3.34292038992637,-0.6277039651830623
Olaparib,CAV1,shared,NA,rppa_total,0.21064458915956624,restricted,SALIVARY_GLAND,1.1550410971538845,FALSE,5.37016208503819,2.9255431463856287
CHIR-99021,EFHA2,shared,NA,copy_number,0.4379948489552548,restricted,SMALL_INTESTINE,1.8059128953956405,FALSE,5.3516178434032,-0.8319699374523633
CCT-018159,RAB6B,shared,NA,copy_number,0.24991101720347342,restricted,SMALL_INTESTINE,1.3311827979383108,FALSE,0.310544695283584,0.45049705566400966
Cisplatin,KANK4,shared,NA,copy_number,0.18561128829612442,restricted,CERVIX,1.2334090095928163,FALSE,3.44262341425372,2.4804187693642086
Fedratinib,PRKAR2A,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05219602586052521,broad,PROSTATE,1.0472078475259992,FALSE,9.37198847230775,4.086666663485729
KIN001-244,KCNB1,shared,NA,copy_number,0.3191909195676629,restricted,AUTONOMIC_GANGLIA,1.4810229993837691,FALSE,9.1763323005425,7.942581211285209
Quizartinib,TLE6,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05589228811509463,broad,ENDOMETRIUM,1.0532273626577162,FALSE,4.05019702940698,2.1906329750130786
Tretinoin,NDUFA11,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04336740522159814,broad,CERVIX,1.0402126959772813,FALSE,3.48672133722667,3.7326213689351166
XMD13-2,KCNG1,shared,NA,copy_number,0.23065678753685911,restricted,OESOPHAGUS,1.2998147345381628,FALSE,10.6279308085004,4.242234015398206
Selumetinib_repl_1498,GPR143,shared,NA,copy_number,0.3916924486087343,restricted,SKIN,1.671160188693382,FALSE,3.60177917555145,-17.178725350819747
OSI-930,OTC,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03669833156647916,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0399317519003437,FALSE,7.13827964594869,7.65483852572916
Cabozantinib,CPXCR1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03246060968626038,broad,BILIARY_TRACT,1.034567655082584,FALSE,12.3406167087331,6.796786710024865
JW-7-52-1,DPP10,shared,NA,copy_number,0.28021443250360994,restricted,SMALL_INTESTINE,1.3955883955119155,FALSE,4.7438472599811,NA
KIN001-270,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,5.15078087371475,6.719642395164931
Dasatinib,LOC400654,tissue,LUNG,copy_number,0.028296741951789342,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0279054139842652,FALSE,12.1357938225475,NA
Obatoclax Mesylate,SRC,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,rppa_total,0.042705727518808335,broad,LIVER,1.0464998584292557,FALSE,2.99679832845819,-0.6342981037087876
Bortezomib,ZNF831,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.03910487906213891,broad,BILIARY_TRACT,1.0431594238076203,FALSE,4.5850689990372,NA
Cabozantinib,C1ORF129,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.033501712590804325,broad,SMALL_INTESTINE,1.0353980351358336,FALSE,12.3406167087331,6.796786710024865
TPCA-1,SI,tissue,LUNG,copy_number,0.025883413810502347,broad,LARGE_INTESTINE,1.025098898946017,FALSE,18.7709768169356,7.322076226708722
Daporinad,FLI1,shared,NA,expression,0.5171830255456753,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.190518552944556,FALSE,6.52400670005628,-1.2535514619015373
CAY10603,ERBB3,shared,NA,rppa_total,0.32672832026827137,restricted,LARGE_INTESTINE,1.3889518132074594,FALSE,8.62523276179811,-0.2822827760414449
S-Trityl-L-cysteine,LOC100506207,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.048843008473675155,broad,BILIARY_TRACT,1.0477721980545374,FALSE,3.30653095310263,NA
GSK690693,C9,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.033052014583220386,broad,UPPER_AERODIGESTIVE_TRACT,1.0346126204686268,FALSE,6.55177287801742,3.999511052249765
Etoposide,IGFBP4,shared,NA,copy_number,0.38797124311896,restricted,FIBROBLAST,1.534002689865449,FALSE,3.41778971147658,-0.010151127559115307
Vorinostat,CLDN7,shared,NA,rppa_total,0.28730128380520237,restricted,PROSTATE,1.3596623833832426,FALSE,8.83748207346894,3.857935004847989
BAY-61-3606,NRG1,shared,NA,copy_number,0.33459000135851935,restricted,SMALL_INTESTINE,1.5212391482457053,FALSE,7.3647478997892,5.004838719563377
STF-62247,NFATC2,shared,NA,copy_number,0.3088953555530163,restricted,SKIN,1.4770728946440854,FALSE,5.57558662881375,3.1723033778605103
Cabozantinib,NMNAT2,shared,NA,copy_number,0.45829494241162344,restricted,AUTONOMIC_GANGLIA,1.8163116361481393,FALSE,12.3406167087331,6.796786710024865
Pazopanib,LOC344595,shared,NA,copy_number,0.22345532540378266,restricted,PLEURA,1.313793147179177,FALSE,0.966009808588394,2.224890009854432
Lapatinib,KIR2DL4,tissue,LUNG,copy_number,0.052647113951011765,broad,BILIARY_TRACT,1.0597160196810493,FALSE,3.29442211665721,NA
NSC-207895,DDX10,tissue,CENTRAL_NERVOUS_SYSTEM,copy_number,0.05438734806993954,broad,SMALL_INTESTINE,1.0488362400909452,FALSE,1.95667464823404,0.650044354969485
NVP-BHG712,CNTN3,shared,NA,copy_number,0.5250229317620427,restricted,FIBROBLAST,2.2350964512890297,FALSE,14.9653239353183,12.324346827892722
KIN001-244,PTGIS,shared,NA,copy_number,0.40911439342366107,restricted,FIBROBLAST,1.7019298899799622,FALSE,9.1763323005425,7.942581211285209
Serdemetan,RASSF6,shared,NA,expression,0.3042393729017645,restricted,UPPER_AERODIGESTIVE_TRACT,1.5597516271239134,FALSE,2.20549946521956,2.317970776248308
Bicalutamide,LRRTM4,shared,NA,copy_number,0.37482937323250565,restricted,SMALL_INTESTINE,1.5978679724351679,FALSE,0.519341338077531,-0.6813531547585162
QL-XI-92,TRH,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.036943851400653906,broad,BILIARY_TRACT,1.0359624334352666,FALSE,8.24017749411482,4.403407544065056
QL-XI-92,ACAD9,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0431604154397097,broad,CERVIX,1.0399087625073746,FALSE,8.24017749411482,4.403407544065056
ZM447439,SAFB2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.055167182576201367,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0597866269198706,FALSE,0.793914590677361,0.5643840318155174
QL-XI-92,COA1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04600669447336891,broad,OESOPHAGUS,1.0480698709465892,FALSE,8.24017749411482,4.403407544065056
Olaparib_repl_1017,FGFR2,shared,NA,copy_number,0.40011343877560507,restricted,SMALL_INTESTINE,1.7647469697863374,FALSE,1.471929310328,0.4257574536219095
Cyclopamine,PABPC5,shared,NA,copy_number,0.1986913392545187,restricted,AUTONOMIC_GANGLIA,1.2624351728112013,FALSE,0.512413884282306,NA
BIX02189,PPP2R2A,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.054951771899961574,broad,BONE,1.059820070017256,FALSE,13.7138880807347,11.441858726294596
PIK-93,FLJ33360,tissue,BONE,copy_number,0.04170602401486347,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0419939755963947,FALSE,22.4847764240375,10.918312310791356
Avagacestat,GLRA2,tissue,KIDNEY,copy_number,0.03626693880464283,broad,BONE,1.0341860245138428,FALSE,2.72370384379325,2.8539104131824717
Nilotinib,ABCA1,shared,NA,copy_number,0.2783486933498212,restricted,KIDNEY,1.3793351995130845,FALSE,20.3157954875775,18.78544156781148
BMS-345541,PRSS1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05090273074354668,broad,PANCREAS,1.0495237782408813,FALSE,5.34694854392566,4.855294382410339
CI-1040,IGFBP2,shared,NA,rppa_total,0.268379103420833,restricted,SMALL_INTESTINE,1.2853173770658517,FALSE,6.74349788988655,-7.657142851441467
Nilotinib,CD69,shared,NA,expression,0.5159314915264857,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.1107059876201473,FALSE,20.3157954875775,18.78544156781148
AZ628,EMCN,tissue,LUNG,copy_number,0.028153308233738402,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.02693458771116,FALSE,6.20336319613551,NA
Alectinib,ENPP2,shared,NA,copy_number,0.4877399735838888,restricted,AUTONOMIC_GANGLIA,2.1968918076735866,FALSE,7.0926918641817,-15.504963443075075
Thapsigargin,GATA3,shared,NA,rppa_total,0.5446604768816476,restricted,AUTONOMIC_GANGLIA,2.4695616815291555,FALSE,0.58468454001372006,-5.353366550147668
MPS-1-IN-1,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,17.2900384866657,0.4703138821449367
Rapamycin,CSRP3,tissue,LUNG,copy_number,0.051551421908466184,broad,SOFT_TISSUE,1.057021690830971,FALSE,3.38312443701412,NA
KIN001-244,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,9.1763323005425,7.942581211285209
Docetaxel,FMN1,shared,NA,copy_number,0.21577992059836873,restricted,SKIN,1.2746218657478063,FALSE,10.6254834568127,3.9673637371066817
SB590885,LINC00673,shared,NA,copy_number,0.27750559980632356,restricted,SKIN,1.320264253432071,FALSE,-7.07467905345165,0.5844811698094187
Linifanib,C1ORF129,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.033501712590804325,broad,SMALL_INTESTINE,1.0353980351358336,FALSE,2.22514589133119,3.0439834804847554
CX-5461,GMEB2,tissue,LUNG,copy_number,0.05239761511974308,broad,CERVIX,1.052283686874205,FALSE,14.0081830315616,5.5936504061175505
GSK1070916,TPRG1,shared,NA,copy_number,0.394241637838316,restricted,OESOPHAGUS,1.7314376910684213,FALSE,12.2799112452315,-0.595385679736336
Bortezomib,RNASE11,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.02174542111455799,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0225521209370507,FALSE,4.5850689990372,NA
ZSTK474,STAU1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.032520360983584864,broad,THYROID,1.0278366896537101,FALSE,6.7369845244211,6.136960805919008
Fedratinib,CHRNB3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04245080396322975,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0428321658310826,FALSE,9.37198847230775,4.086666663485729
CGP-60474,HDHD1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.051021855706120736,broad,CERVIX,1.048863074331638,FALSE,2.70024893789745,NA
BX-912,GPNMB,shared,NA,expression,0.47670110315469694,restricted,SKIN,1.9598440203088021,FALSE,6.47729232929053,2.1807207170561504
AZ628,INSM1,shared,NA,expression,0.32769878242740286,restricted,AUTONOMIC_GANGLIA,1.4808472467493519,FALSE,6.20336319613551,NA
Bortezomib,PHACTR1,shared,NA,copy_number,0.5789614566161552,restricted,SKIN,2.5716420118748333,FALSE,4.5850689990372,NA
OSI-027,FGF4,tissue,OESOPHAGUS,copy_number,0.02403725372688129,broad,ENDOMETRIUM,1.023409638899792,FALSE,5.26125034064986,2.593394924003661
Fedratinib,LOC284294,tissue,LUNG,copy_number,0.030676300763553196,broad,UPPER_AERODIGESTIVE_TRACT,1.0328640783487832,FALSE,9.37198847230775,4.086666663485729
CHIR-99021_repl_154,SH2D1A,tissue,SKIN,copy_number,0.05532963575672106,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.060981844311306,FALSE,0.585792424768429,-0.14730796766746038
CX-5461,ULK4,shared,NA,copy_number,0.1971141524348057,restricted,SMALL_INTESTINE,1.2476396620441426,FALSE,14.0081830315616,5.5936504061175505
JW-7-24-1,MDGA2,shared,NA,copy_number,0.19256222812491644,restricted,SKIN,1.2365992799582273,FALSE,7.70351203342909,3.0938361852792498
Pevonedistat,PTGFRN,shared,NA,copy_number,0.19112101367109172,restricted,UPPER_AERODIGESTIVE_TRACT,1.2111685090310496,FALSE,3.95477956312511,5.443670629925557
AR-42,NCAM1,shared,NA,copy_number,0.1972239361517791,restricted,AUTONOMIC_GANGLIA,1.2759574338658262,FALSE,8.26314451254655,2.327904163549361
MPS-1-IN-1,NLRP4,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.01966092989547933,broad,OVARY,1.0175309845852754,FALSE,17.2900384866657,0.4703138821449367
JNK-9L,GAB2,shared,NA,rppa_total,0.17977225204225863,restricted,AUTONOMIC_GANGLIA,1.230087821793168,FALSE,-0.583115107821256,-1.2125087972858648
A-443654,C6,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.029128196746388273,broad,UPPER_AERODIGESTIVE_TRACT,1.0219197086258935,FALSE,1.47068131553382,NA
Imatinib,XIRP2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.0461589994537289,broad,CERVIX,1.0515392153063048,FALSE,11.8764521543301,NA
JQ1,PRSS1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.05090273074354668,broad,PANCREAS,1.0495237782408813,FALSE,5.46241261450905,5.654357374408471
ZM447439,LOC374443,shared,NA,copy_number,0.20813366924960763,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.2909123388783617,FALSE,0.793914590677361,0.5643840318155174
AKT inhibitor VIII_repl_228,KPNB1,tissue,BREAST,copy_number,0.022029402853651278,broad,SMALL_INTESTINE,1.018958580913633,FALSE,9.46019571945078,5.289939736041245
WZ-1-84,FAM190A,tissue,LUNG,copy_number,0.0420613836775872,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0415793424015054,FALSE,4.49883040875361,NA
WZ-1-84,LOC284294,tissue,LUNG,copy_number,0.030676300763553196,broad,UPPER_AERODIGESTIVE_TRACT,1.0328640783487832,FALSE,4.49883040875361,NA
Erlotinib,SLC14A2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03267156192016036,broad,ENDOMETRIUM,1.0304379947872824,FALSE,-0.781158938332424,NA
Fedratinib,DKFZP434L192,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.037066136011487685,broad,SALIVARY_GLAND,1.0403400023013694,FALSE,9.37198847230775,4.086666663485729
Pazopanib,CDKN2B,shared,NA,copy_number,0.3097520255561454,restricted,CERVIX,1.464621419654788,FALSE,0.966009808588394,2.224890009854432
QL-XI-92,ARHGAP15,shared,NA,expression,0.6092290738760463,restricted,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.6205051135178583,FALSE,8.24017749411482,4.403407544065056
Serdemetan,TOX3,shared,NA,expression,0.49060433278498417,restricted,LARGE_INTESTINE,2.3922238431320855,FALSE,2.20549946521956,2.317970776248308
Lapatinib,GMDS,shared,NA,copy_number,0.17757764233511075,restricted,LARGE_INTESTINE,1.2034847348001465,FALSE,3.29442211665721,NA
CCT007093,SULF2,shared,NA,copy_number,0.3516361453595795,restricted,AUTONOMIC_GANGLIA,1.4587918544711087,FALSE,0.224041645735934,0.8402486803033697
681640,SYNPR,tissue,BONE,expression,0.04289774652549532,broad,BONE,1.0371312973732458,FALSE,1.69836920985424,-0.11573476483035179
XMD15-27,BAMBI,shared,NA,expression,0.3229443770630857,restricted,SMALL_INTESTINE,1.4242527814564736,FALSE,1.90190307656748,-0.15373639838997294
Cabozantinib,KCNMB2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.025754319645085625,broad,ENDOMETRIUM,1.0267838413732444,FALSE,12.3406167087331,6.796786710024865
Camptothecin,ZNF280A,shared,NA,copy_number,0.2357609956290352,restricted,SKIN,1.3165998197284876,FALSE,5.46052603185659,1.1461786918602594
Tivozanib,OTC,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.03669833156647916,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0399317519003437,FALSE,9.14882983237256,4.463319062709845
VNLG/124,BAI3,shared,NA,copy_number,0.5460487271001223,restricted,AUTONOMIC_GANGLIA,2.225239166021525,FALSE,7.00431787899205,-2.6860561509812566
TL-1-85,NDRG3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04821183217092712,broad,SALIVARY_GLAND,1.0520651526958786,FALSE,21.9586731708183,20.582537721998957
Bortezomib,DACT2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.04080142880115645,broad,SALIVARY_GLAND,1.0411491691279824,FALSE,4.5850689990372,NA
5-Fluorouracil,DNAH12,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;OVARY,copy_number,0.0326170677321597,broad,LARGE_INTESTINE,1.0311983691548992,FALSE,10.3599555671561,3.1072259023703506
Fedratinib,ARHGEF38,tissue,LUNG,copy_number,0.0569396595166343,broad,BILIARY_TRACT,1.0596612984160414,FALSE,9.37198847230775,4.086666663485729
Refametinib,NXF3,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.05456685507880005,broad,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0530890319737563,FALSE,10.4566022903118,-11.402025370450845
Pictilisib_repl_1527,ARHGAP6,shared,NA,copy_number,0.19794089235054244,restricted,PROSTATE,1.2570255430914856,FALSE,1.13013137746979,0.3130070812801177
UNC0638_repl_245,SPEF2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,copy_number,0.04469832150443738,broad,KIDNEY,1.044940229620527,FALSE,6.63685176764663,3.170862285232165
AS605240,RNASE2,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,expression,0.04103385503278486,broad,SMALL_INTESTINE,1.0416365620225634,FALSE,-0.0879960186669877,0.7860055790793924
Imatinib,YY1,tissue,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,mutation,0.03172042419088593,broad,OESOPHAGUS,1.0260751104329313,FALSE,11.8764521543301,NA
