"feature_name","gene_symbol","feature_type"
"KRT12_mut.mis","KRT12","mutation"
"LEPREL4_mut.mis","LEPREL4","mutation"
"C17orf53_mut.mis","C17ORF53","mutation"
"NPEPPS_mut.mis","NPEPPS","mutation"
"NXPH3_mut.mis","NXPH3","mutation"
"CD79B_mut.mis","CD79B","mutation"
"SMURF2_mut.mis","SMURF2","mutation"
"LRRC37A3_mut.mis","LRRC37A3","mutation"
"CACNG1_mut.mis","CACNG1","mutation"
"C17orf77_mut.mis","C17ORF77","mutation"
"SUMO2_mut.mis","SUMO2","mutation"
"CYTH1_mut.mis","CYTH1","mutation"
"CANT1_mut.mis","CANT1","mutation"
"NPTX1_mut.mis","NPTX1","mutation"
"SIRT7_mut.mis","SIRT7","mutation"
"RAC3_mut.mis","RAC3","mutation"
"SYT4_mut.mis","SYT4","mutation"
"RNF152_mut.mis","RNF152","mutation"
"SMIM21_mut.mis","SMIM21","mutation"
"PTBP1_mut.mis","PTBP1","mutation"
"DAZAP1_mut.mis","DAZAP1","mutation"
"MFSD12_mut.mis","MFSD12","mutation"
"TICAM1_mut.mis","TICAM1","mutation"
"DENND1C_mut.mis","DENND1C","mutation"
"ACTL9_mut.mis","ACTL9","mutation"
"OR7G1_mut.mis","OR7G1","mutation"
"FBXL12_mut.mis","FBXL12","mutation"
"PKN1_mut.mis","PKN1","mutation"
"ZNF333_mut.mis","ZNF333","mutation"
"WIZ_mut.mis","WIZ","mutation"
"CYP4F12_mut.mis","CYP4F12","mutation"
"SLC27A1_mut.mis","SLC27A1","mutation"
"CRLF1_mut.mis","CRLF1","mutation"
"URI1_mut.mis","URI1","mutation"
"MAG_mut.mis","MAG","mutation"
"ARHGAP33_mut.mis","ARHGAP33","mutation"
"ZNF529_mut.mis","ZNF529","mutation"
"ZNF790_mut.mis","ZNF790","mutation"
"LGALS7B_mut.mis","LGALS7B","mutation"
"POU2F2_mut.mis","POU2F2","mutation"
"ERCC1_mut.mis","ERCC1","mutation"
"ELSPBP1_mut.mis","ELSPBP1","mutation"
"RUVBL2_mut.mis","RUVBL2","mutation"
"SLC6A16_mut.mis","SLC6A16","mutation"
"ZNF610_mut.mis","ZNF610","mutation"
"NLRP2_mut.mis","NLRP2","mutation"
"ZNF784_mut.mis","ZNF784","mutation"
"NLRP13_mut.mis","NLRP13","mutation"
"ZNF135_mut.mis","ZNF135","mutation"
"UBE2M_mut.mis","UBE2M","mutation"
"C20orf27_mut.mis","C20ORF27","mutation"
"RASSF2_mut.mis","RASSF2","mutation"
"LRRN4_mut.mis","LRRN4","mutation"
"SEL1L2_mut.mis","SEL1L2","mutation"
"FLRT3_mut.mis","FLRT3","mutation"
"BPIFB4_mut.mis","BPIFB4","mutation"
"ACSS2_mut.mis","ACSS2","mutation"
"TGIF2_mut.mis","TGIF2","mutation"
"SAMHD1_mut.mis","SAMHD1","mutation"
"PCIF1_mut.mis","PCIF1","mutation"
"CSE1L_mut.mis","CSE1L","mutation"
"RBM38_mut.mis","RBM38","mutation"
"PMEPA1_mut.mis","PMEPA1","mutation"
"YTHDF1_mut.mis","YTHDF1","mutation"
"KRTAP19-5_mut.mis","KRTAP19-5","mutation"
"SLC5A3_mut.mis","SLC5A3","mutation"
"C2CD2_mut.mis","C2CD2","mutation"
"ICOSLG_mut.mis","ICOSLG","mutation"
"SPATC1L_mut.mis","SPATC1L","mutation"
"MCM3AP_mut.mis","MCM3AP","mutation"
"GSTT1_mut.mis","GSTT1","mutation"
"MN1_mut.mis","MN1","mutation"
"GCAT_mut.mis","GCAT","mutation"
"SOX10_mut.mis","SOX10","mutation"
"APOBEC3D_mut.mis","APOBEC3D","mutation"
"ADSL_mut.mis","ADSL","mutation"
"TOB2_mut.mis","TOB2","mutation"
"XRCC6_mut.mis","XRCC6","mutation"
"SMC1B_mut.mis","SMC1B","mutation"
"TRMU_mut.mis","TRMU","mutation"
"SHANK3_mut.mis","SHANK3","mutation"
"CRLF2_mut.mis","CRLF2","mutation"
"PIR_mut.mis","PIR","mutation"
"AP1S2_mut.mis","AP1S2","mutation"
"BEND2_mut.mis","BEND2","mutation"
"MAGEB1_mut.mis","MAGEB1","mutation"
"GPR82_mut.mis","GPR82","mutation"
"WAS_mut.mis","WAS","mutation"
"ZCCHC13_mut.mis","ZCCHC13","mutation"
"SEPT6_mut.mis","SEPT6","mutation"
"SH2D1A_mut.mis","SH2D1A","mutation"
"L1CAM_mut.mis","L1CAM","mutation"
"TKTL1_mut.mis","TKTL1","mutation"
"G6PD_mut.mis","G6PD","mutation"
"BRCC3_mut.mis","BRCC3","mutation"
"CD164L2_mut.mis","CD164L2","mutation"
"IFI6_mut.mis","IFI6","mutation"
"SPATA6_mut.mis","SPATA6","mutation"
"PKN2_mut.mis","PKN2","mutation"
"WDR47_mut.mis","WDR47","mutation"
"OR6K2_mut.mis","OR6K2","mutation"
"RD3_mut.mis","RD3","mutation"
"CHML_mut.mis","CHML","mutation"
"ATAD2B_mut.mis","ATAD2B","mutation"
"COL5A2_mut.mis","COL5A2","mutation"
"ANKAR_mut.mis","ANKAR","mutation"
"CYP27A1_mut.mis","CYP27A1","mutation"
"IL17RE_mut.mis","IL17RE","mutation"
"TIMP4_mut.mis","TIMP4","mutation"
"TREX1_mut.mis","TREX1","mutation"
"WDR6_mut.mis","WDR6","mutation"
"OSBPL11_mut.mis","OSBPL11","mutation"
"SLC51A_mut.mis","SLC51A","mutation"
"KLHL8_mut.mis","KLHL8","mutation"
"PAPSS1_mut.mis","PAPSS1","mutation"
"GLRA3_mut.mis","GLRA3","mutation"
"ANKRD55_mut.mis","ANKRD55","mutation"
"ANKRA2_mut.mis","ANKRA2","mutation"
"BOD1_mut.mis","BOD1","mutation"
"PHYKPL_mut.mis","PHYKPL","mutation"
"TRIM15_mut.mis","TRIM15","mutation"
"NXPH1_mut.mis","NXPH1","mutation"
"MCM7_mut.mis","MCM7","mutation"
"LRCH4_mut.mis","LRCH4","mutation"
"C9orf114_mut.mis","C9ORF114","mutation"
"MICU1_mut.mis","MICU1","mutation"
"ARL14EP_mut.mis","ARL14EP","mutation"
"OR5T1_mut.mis","OR5T1","mutation"
"PACS1_mut.mis","PACS1","mutation"
"RECQL_mut.mis","RECQL","mutation"
"NRDE2_mut.mis","NRDE2","mutation"
"ALDOA_mut.mis","ALDOA","mutation"
"ATPAF2_mut.mis","ATPAF2","mutation"
"SPACA3_mut.mis","SPACA3","mutation"
"TUBG1_mut.mis","TUBG1","mutation"
"CLTC_mut.mis","CLTC","mutation"
"UNC13D_mut.mis","UNC13D","mutation"
"ENOSF1_mut.mis","ENOSF1","mutation"
"CABYR_mut.mis","CABYR","mutation"
"DTNA_mut.mis","DTNA","mutation"
"ZNF491_mut.mis","ZNF491","mutation"
"ZNF420_mut.mis","ZNF420","mutation"
"KLK5_mut.mis","KLK5","mutation"
"SEC23B_mut.mis","SEC23B","mutation"
"DTD1_mut.mis","DTD1","mutation"
"RIMBP3_mut.mis","RIMBP3","mutation"
"BRD1_mut.mis","BRD1","mutation"
"GPR50_mut.mis","GPR50","mutation"
"KAZN_mut.mis","KAZN","mutation"
"SH2D5_mut.mis","SH2D5","mutation"
"EVA1B_mut.mis","EVA1B","mutation"
"EDN2_mut.mis","EDN2","mutation"
"PPCS_mut.mis","PPCS","mutation"
"C1orf50_mut.mis","C1ORF50","mutation"
"SLC5A9_mut.mis","SLC5A9","mutation"
"BEND5_mut.mis","BEND5","mutation"
"FOXD3_mut.mis","FOXD3","mutation"
"AK5_mut.mis","AK5","mutation"
"FUBP1_mut.mis","FUBP1","mutation"
"DNAJB4_mut.mis","DNAJB4","mutation"
"HS2ST1_mut.mis","HS2ST1","mutation"
"CD53_mut.mis","CD53","mutation"
"CD2_mut.mis","CD2","mutation"
"LCE1B_mut.mis","LCE1B","mutation"
"HAX1_mut.mis","HAX1","mutation"
"ZBTB7B_mut.mis","ZBTB7B","mutation"
"PYHIN1_mut.mis","PYHIN1","mutation"
"DARC_mut.mis","DARC","mutation"
"TRIM17_mut.mis","TRIM17","mutation"
"WDR64_mut.mis","WDR64","mutation"
"ZNF124_mut.mis","ZNF124","mutation"
"ACP1_mut.mis","ACP1","mutation"
"FAM179A_mut.mis","FAM179A","mutation"
"MTA3_mut.mis","MTA3","mutation"
"UGP2_mut.mis","UGP2","mutation"
"ARHGAP25_mut.mis","ARHGAP25","mutation"
"EIF5B_mut.mis","EIF5B","mutation"
"MARCO_mut.mis","MARCO","mutation"
"C2orf69_mut.mis","C2ORF69","mutation"
"TYW5_mut.mis","TYW5","mutation"
"DYTN_mut.mis","DYTN","mutation"
"LANCL1_mut.mis","LANCL1","mutation"
"SPAG16_mut.mis","SPAG16","mutation"
"MFF_mut.mis","MFF","mutation"
"ALPI_mut.mis","ALPI","mutation"
"ZCWPW2_mut.mis","ZCWPW2","mutation"
"SETD2_mut.mis","SETD2","mutation"
"CAMP_mut.mis","CAMP","mutation"
"ARHGEF3_mut.mis","ARHGEF3","mutation"
"KCNMB3_mut.mis","KCNMB3","mutation"
"MYL5_mut.mis","MYL5","mutation"
"GPR125_mut.mis","GPR125","mutation"
"SPARCL1_mut.mis","SPARCL1","mutation"
"QRFPR_mut.mis","QRFPR","mutation"
"C4orf45_mut.mis","C4ORF45","mutation"
"DDX60_mut.mis","DDX60","mutation"
"DDX60L_mut.mis","DDX60L","mutation"
"CDC20B_mut.mis","CDC20B","mutation"
"ARHGEF28_mut.mis","ARHGEF28","mutation"
"ZCCHC9_mut.mis","ZCCHC9","mutation"
"ANKRD32_mut.mis","ANKRD32","mutation"
"FBXL17_mut.mis","FBXL17","mutation"
"MYOT_mut.mis","MYOT","mutation"
"GFRA3_mut.mis","GFRA3","mutation"
"KDM3B_mut.mis","KDM3B","mutation"
"PCDHB10_mut.mis","PCDHB10","mutation"
"NR3C1_mut.mis","NR3C1","mutation"
"LCP2_mut.mis","LCP2","mutation"
"BPHL_mut.mis","BPHL","mutation"
"RING1_mut.mis","RING1","mutation"
"GPC2_mut.mis","GPC2","mutation"
"LAMB1_mut.mis","LAMB1","mutation"
"TFEC_mut.mis","TFEC","mutation"
"IQUB_mut.mis","IQUB","mutation"
"TRPV5_mut.mis","TRPV5","mutation"
"SOX17_mut.mis","SOX17","mutation"
"CYP7A1_mut.mis","CYP7A1","mutation"
"MTFR1_mut.mis","MTFR1","mutation"
"NUDCD1_mut.mis","NUDCD1","mutation"
"IFT74_mut.mis","IFT74","mutation"
"DNAI1_mut.mis","DNAI1","mutation"
"C9orf135_mut.mis","C9ORF135","mutation"
"ACTL7A_mut.mis","ACTL7A","mutation"
"ANGPTL2_mut.mis","ANGPTL2","mutation"
"CIZ1_mut.mis","CIZ1","mutation"
"DDX31_mut.mis","DDX31","mutation"
"BAMBI_mut.mis","BAMBI","mutation"
"GLRX3_mut.mis","GLRX3","mutation"
"OR2D2_mut.mis","OR2D2","mutation"
"OLFML1_mut.mis","OLFML1","mutation"
"BBOX1_mut.mis","BBOX1","mutation"
"C11orf74_mut.mis","C11ORF74","mutation"
"OR5D13_mut.mis","OR5D13","mutation"
"SCGB1A1_mut.mis","SCGB1A1","mutation"
"MTNR1B_mut.mis","MTNR1B","mutation"
"MMP1_mut.mis","MMP1","mutation"
"C11orf53_mut.mis","C11ORF53","mutation"
"TMPRSS4_mut.mis","TMPRSS4","mutation"
"KLHL42_mut.mis","KLHL42","mutation"
"H3F3C_mut.mis","H3F3C","mutation"
"NPFF_mut.mis","NPFF","mutation"
"MYL6B_mut.mis","MYL6B","mutation"
"HSD17B6_mut.mis","HSD17B6","mutation"
"STAT6_mut.mis","STAT6","mutation"
"SRGAP1_mut.mis","SRGAP1","mutation"
"ATP12A_mut.mis","ATP12A","mutation"
"OR4K2_mut.mis","OR4K2","mutation"
"TPPP2_mut.mis","TPPP2","mutation"
"NGDN_mut.mis","NGDN","mutation"
"HEATR5A_mut.mis","HEATR5A","mutation"
"EXOC5_mut.mis","EXOC5","mutation"
"NAA30_mut.mis","NAA30","mutation"
"C14orf105_mut.mis","C14ORF105","mutation"
"TCL1A_mut.mis","TCL1A","mutation"
"ADSSL1_mut.mis","ADSSL1","mutation"
"CHRNA7_mut.mis","CHRNA7","mutation"
"GATM_mut.mis","GATM","mutation"
"USP3_mut.mis","USP3","mutation"
"C15orf27_mut.mis","C15ORF27","mutation"
"NARFL_mut.mis","NARFL","mutation"
"NOMO1_mut.mis","NOMO1","mutation"
"NTAN1_mut.mis","NTAN1","mutation"
"RP11-812E19.9_mut.mis","RP11-812E19.9","mutation"
"DPEP2_mut.mis","DPEP2","mutation"
"CHST6_mut.mis","CHST6","mutation"
"GLP2R_mut.mis","GLP2R","mutation"
"MPRIP_mut.mis","MPRIP","mutation"
"NSRP1_mut.mis","NSRP1","mutation"
"EFCAB3_mut.mis","EFCAB3","mutation"
"RPL17_mut.mis","RPL17","mutation"
"MALT1_mut.mis","MALT1","mutation"
"CTDP1_mut.mis","CTDP1","mutation"
"CDC34_mut.mis","CDC34","mutation"
"MYO1F_mut.mis","MYO1F","mutation"
"EMR3_mut.mis","EMR3","mutation"
"SARS2_mut.mis","SARS2","mutation"
"BLVRB_mut.mis","BLVRB","mutation"
"CYP2A7_mut.mis","CYP2A7","mutation"
"PSG6_mut.mis","PSG6","mutation"
"CLPTM1_mut.mis","CLPTM1","mutation"
"NKPD1_mut.mis","NKPD1","mutation"
"LIN7B_mut.mis","LIN7B","mutation"
"LIM2_mut.mis","LIM2","mutation"
"MKKS_mut.mis","MKKS","mutation"
"PIGU_mut.mis","PIGU","mutation"
"DHX35_mut.mis","DHX35","mutation"
"ELMO2_mut.mis","ELMO2","mutation"
"NCAM2_mut.mis","NCAM2","mutation"
"FAM207A_mut.mis","FAM207A","mutation"
"TSSK2_mut.mis","TSSK2","mutation"
"HSCB_mut.mis","HSCB","mutation"
"XBP1_mut.mis","XBP1","mutation"
"MMEL1_mut.mis","MMEL1","mutation"
"TPRG1L_mut.mis","TPRG1L","mutation"
"KCNAB2_mut.mis","KCNAB2","mutation"
"PLA2G2A_mut.mis","PLA2G2A","mutation"
"EXTL1_mut.mis","EXTL1","mutation"
"RSPO1_mut.mis","RSPO1","mutation"
"NT5C1A_mut.mis","NT5C1A","mutation"
"TESK2_mut.mis","TESK2","mutation"
"NDC1_mut.mis","NDC1","mutation"
"TTC22_mut.mis","TTC22","mutation"
"ATG4C_mut.mis","ATG4C","mutation"
"C1orf141_mut.mis","C1ORF141","mutation"
"RBM15_mut.mis","RBM15","mutation"
"NUDT17_mut.mis","NUDT17","mutation"
"PRCC_mut.mis","PRCC","mutation"
"NME7_mut.mis","NME7","mutation"
"KIFAP3_mut.mis","KIFAP3","mutation"
"MROH9_mut.mis","MROH9","mutation"
"SERPINC1_mut.mis","SERPINC1","mutation"
"APOBEC4_mut.mis","APOBEC4","mutation"
"IGFN1_mut.mis","IGFN1","mutation"
"DEGS1_mut.mis","DEGS1","mutation"
"DISC1_mut.mis","DISC1","mutation"
"RSAD2_mut.mis","RSAD2","mutation"
"MATN3_mut.mis","MATN3","mutation"
"PREB_mut.mis","PREB","mutation"
"SRSF7_mut.mis","SRSF7","mutation"
"DYNC2LI1_mut.mis","DYNC2LI1","mutation"
"XPO1_mut.mis","XPO1","mutation"
"TMEM87B_mut.mis","TMEM87B","mutation"
"ACVR1_mut.mis","ACVR1","mutation"
"TTC21B_mut.mis","TTC21B","mutation"
"SF3B1_mut.mis","SF3B1","mutation"
"COL4A3_mut.mis","COL4A3","mutation"
"ASB1_mut.mis","ASB1","mutation"
"SH3BP5_mut.mis","SH3BP5","mutation"
"LRRFIP2_mut.mis","LRRFIP2","mutation"
"VILL_mut.mis","VILL","mutation"
"ZNF619_mut.mis","ZNF619","mutation"
"LRRC2_mut.mis","LRRC2","mutation"
"RFT1_mut.mis","RFT1","mutation"
"LMOD3_mut.mis","LMOD3","mutation"
"GPR128_mut.mis","GPR128","mutation"
"PLA1A_mut.mis","PLA1A","mutation"
"POPDC2_mut.mis","POPDC2","mutation"
"MAATS1_mut.mis","MAATS1","mutation"
"HSPBAP1_mut.mis","HSPBAP1","mutation"
"ACAD11_mut.mis","ACAD11","mutation"
"SLC35G2_mut.mis","SLC35G2","mutation"
"MBNL1_mut.mis","MBNL1","mutation"
"C3orf79_mut.mis","C3ORF79","mutation"
"MYNN_mut.mis","MYNN","mutation"
"SAMD7_mut.mis","SAMD7","mutation"
"MFN1_mut.mis","MFN1","mutation"
"ACTL6A_mut.mis","ACTL6A","mutation"
"RPL39L_mut.mis","RPL39L","mutation"
"CCDC50_mut.mis","CCDC50","mutation"
"ZNF721_mut.mis","ZNF721","mutation"
"DGKQ_mut.mis","DGKQ","mutation"
"LGI2_mut.mis","LGI2","mutation"
"RPL9_mut.mis","RPL9","mutation"
"NSUN7_mut.mis","NSUN7","mutation"
"FRYL_mut.mis","FRYL","mutation"
"TMEM165_mut.mis","TMEM165","mutation"
"REST_mut.mis","REST","mutation"
"THAP6_mut.mis","THAP6","mutation"
"MMRN1_mut.mis","MMRN1","mutation"
"TSPAN5_mut.mis","TSPAN5","mutation"
"GSTCD_mut.mis","GSTCD","mutation"
"MAP9_mut.mis","MAP9","mutation"
"GPM6A_mut.mis","GPM6A","mutation"
"DHX29_mut.mis","DHX29","mutation"
"SKIV2L2_mut.mis","SKIV2L2","mutation"
"NAIP_mut.mis","NAIP","mutation"
"MEGF10_mut.mis","MEGF10","mutation"
"PCDHAC2_mut.mis","PCDHAC2","mutation"
"PCDHB1_mut.mis","PCDHB1","mutation"
"JAKMIP2_mut.mis","JAKMIP2","mutation"
"CAMK2A_mut.mis","CAMK2A","mutation"
"PTTG1_mut.mis","PTTG1","mutation"
"DUSP1_mut.mis","DUSP1","mutation"
"MXD3_mut.mis","MXD3","mutation"
"HMGN4_mut.mis","HMGN4","mutation"
"ZNF391_mut.mis","ZNF391","mutation"
"ATAT1_mut.mis","ATAT1","mutation"
"ZBTB12_mut.mis","ZBTB12","mutation"
"C6orf10_mut.mis","C6ORF10","mutation"
"GUCA1B_mut.mis","GUCA1B","mutation"
"CAPN11_mut.mis","CAPN11","mutation"
"GPR110_mut.mis","GPR110","mutation"
"MUT_mut.mis","MUT","mutation"
"KIAA1009_mut.mis","KIAA1009","mutation"
"SEC63_mut.mis","SEC63","mutation"
"CEP85L_mut.mis","CEP85L","mutation"
"ASF1A_mut.mis","ASF1A","mutation"
"ZDHHC14_mut.mis","ZDHHC14","mutation"
"NUDT1_mut.mis","NUDT1","mutation"
"GTPBP10_mut.mis","GTPBP10","mutation"
"CALCR_mut.mis","CALCR","mutation"
"CUX1_mut.mis","CUX1","mutation"
"SLC26A5_mut.mis","SLC26A5","mutation"
"TES_mut.mis","TES","mutation"
"TMEM209_mut.mis","TMEM209","mutation"
"CREB3L2_mut.mis","CREB3L2","mutation"
"TAS2R40_mut.mis","TAS2R40","mutation"
"GSTK1_mut.mis","GSTK1","mutation"
"TTI2_mut.mis","TTI2","mutation"
"PLAT_mut.mis","PLAT","mutation"
"TOX_mut.mis","TOX","mutation"
"CA1_mut.mis","CA1","mutation"
"ANXA13_mut.mis","ANXA13","mutation"
"OC90_mut.mis","OC90","mutation"
"ZNF623_mut.mis","ZNF623","mutation"
"ZNF7_mut.mis","ZNF7","mutation"
"HAUS6_mut.mis","HAUS6","mutation"
"FANCC_mut.mis","FANCC","mutation"
"GABBR2_mut.mis","GABBR2","mutation"
"KIAA0368_mut.mis","KIAA0368","mutation"
"DNAJC25_mut.mis","DNAJC25","mutation"
"AKNA_mut.mis","AKNA","mutation"
"C5_mut.mis","C5","mutation"
"SH3GLB2_mut.mis","SH3GLB2","mutation"
"MASTL_mut.mis","MASTL","mutation"
"ARHGAP22_mut.mis","ARHGAP22","mutation"
"MSMB_mut.mis","MSMB","mutation"
"IPMK_mut.mis","IPMK","mutation"
"PRF1_mut.mis","PRF1","mutation"
"SNCG_mut.mis","SNCG","mutation"
"MARCH5_mut.mis","MARCH5","mutation"
"PDZD7_mut.mis","PDZD7","mutation"
"TAF5_mut.mis","TAF5","mutation"
"C10orf82_mut.mis","C10ORF82","mutation"
"FGFR2_mut.mis","FGFR2","mutation"
"FAM53B_mut.mis","FAM53B","mutation"
"BCCIP_mut.mis","BCCIP","mutation"
"OR52E2_mut.mis","OR52E2","mutation"
"OR51V1_mut.mis","OR51V1","mutation"
"SAA4_mut.mis","SAA4","mutation"
"OR8K3_mut.mis","OR8K3","mutation"
"OR5AN1_mut.mis","OR5AN1","mutation"
"SLC22A12_mut.mis","SLC22A12","mutation"
"SLCO2B1_mut.mis","SLCO2B1","mutation"
"CLNS1A_mut.mis","CLNS1A","mutation"
"TMEM126B_mut.mis","TMEM126B","mutation"
"PIWIL4_mut.mis","PIWIL4","mutation"
"ANGPTL5_mut.mis","ANGPTL5","mutation"
"CRYAB_mut.mis","CRYAB","mutation"
"NCAM1_mut.mis","NCAM1","mutation"
"NXPE4_mut.mis","NXPE4","mutation"
"TECTA_mut.mis","TECTA","mutation"
"PUS3_mut.mis","PUS3","mutation"
"AICDA_mut.mis","AICDA","mutation"
"FGFR1OP2_mut.mis","FGFR1OP2","mutation"
"YARS2_mut.mis","YARS2","mutation"
"CPNE8_mut.mis","CPNE8","mutation"
"C12orf54_mut.mis","C12ORF54","mutation"
"OR6C76_mut.mis","OR6C76","mutation"
"CD63_mut.mis","CD63","mutation"
"USP15_mut.mis","USP15","mutation"
"IL26_mut.mis","IL26","mutation"
"MGAT4C_mut.mis","MGAT4C","mutation"
"POLR3B_mut.mis","POLR3B","mutation"
"ACAD10_mut.mis","ACAD10","mutation"
"POLE_mut.mis","POLE","mutation"
"TPTE2_mut.mis","TPTE2","mutation"
"NUFIP1_mut.mis","NUFIP1","mutation"
"SLITRK6_mut.mis","SLITRK6","mutation"
"OSGEP_mut.mis","OSGEP","mutation"
"OR10G3_mut.mis","OR10G3","mutation"
"EFS_mut.mis","EFS","mutation"
"LRRC16B_mut.mis","LRRC16B","mutation"
"ARHGAP5_mut.mis","ARHGAP5","mutation"
"CNIH1_mut.mis","CNIH1","mutation"
"GMFB_mut.mis","GMFB","mutation"
"FUT8_mut.mis","FUT8","mutation"
"CCDC176_mut.mis","CCDC176","mutation"
"ISM2_mut.mis","ISM2","mutation"
"GALC_mut.mis","GALC","mutation"
"SERPINA10_mut.mis","SERPINA10","mutation"
"CEP170B_mut.mis","CEP170B","mutation"
"RHOV_mut.mis","RHOV","mutation"
"TGM5_mut.mis","TGM5","mutation"
"LYSMD2_mut.mis","LYSMD2","mutation"
"ZNF280D_mut.mis","ZNF280D","mutation"
"RAB11FIP3_mut.mis","RAB11FIP3","mutation"
"SYT17_mut.mis","SYT17","mutation"
"CCDC101_mut.mis","CCDC101","mutation"
"ZNF689_mut.mis","ZNF689","mutation"
"C16orf93_mut.mis","C16ORF93","mutation"
"HSF4_mut.mis","HSF4","mutation"
"DYNLRB2_mut.mis","DYNLRB2","mutation"
"NECAB2_mut.mis","NECAB2","mutation"
"MBTPS1_mut.mis","MBTPS1","mutation"
"ZDHHC7_mut.mis","ZDHHC7","mutation"
"USP6_mut.mis","USP6","mutation"
"ZNF286B_mut.mis","ZNF286B","mutation"
"MTMR4_mut.mis","MTMR4","mutation"
"TRIM37_mut.mis","TRIM37","mutation"
"APPBP2_mut.mis","APPBP2","mutation"
"DNAI2_mut.mis","DNAI2","mutation"
"ZNF519_mut.mis","ZNF519","mutation"
"ESCO1_mut.mis","ESCO1","mutation"
"CNDP2_mut.mis","CNDP2","mutation"
"KCNG2_mut.mis","KCNG2","mutation"
"CELF5_mut.mis","CELF5","mutation"
"ELOF1_mut.mis","ELOF1","mutation"
"ZNF878_mut.mis","ZNF878","mutation"
"ZNF20_mut.mis","ZNF20","mutation"
"OR7A17_mut.mis","OR7A17","mutation"
"ZNF506_mut.mis","ZNF506","mutation"
"ZNF431_mut.mis","ZNF431","mutation"
"ZNF681_mut.mis","ZNF681","mutation"
"CEP89_mut.mis","CEP89","mutation"
"POLR2I_mut.mis","POLR2I","mutation"
"ZNF569_mut.mis","ZNF569","mutation"
"MAP4K1_mut.mis","MAP4K1","mutation"
"MED29_mut.mis","MED29","mutation"
"CYP2A6_mut.mis","CYP2A6","mutation"
"IGFL1_mut.mis","IGFL1","mutation"
"MAMSTR_mut.mis","MAMSTR","mutation"
"ZNF432_mut.mis","ZNF432","mutation"
"ZNF841_mut.mis","ZNF841","mutation"
"ZNF320_mut.mis","ZNF320","mutation"
"NLRP11_mut.mis","NLRP11","mutation"
"CHGB_mut.mis","CHGB","mutation"
"SNX5_mut.mis","SNX5","mutation"
"ZNF334_mut.mis","ZNF334","mutation"
"LRRC3_mut.mis","LRRC3","mutation"
"PRODH_mut.mis","PRODH","mutation"
"ZNF70_mut.mis","ZNF70","mutation"
"RNF185_mut.mis","RNF185","mutation"
"BPIFC_mut.mis","BPIFC","mutation"
"CHKB_mut.mis","CHKB","mutation"
"ARSH_mut.mis","ARSH","mutation"
"CLCN4_mut.mis","CLCN4","mutation"
"CTPS2_mut.mis","CTPS2","mutation"
"DDX53_mut.mis","DDX53","mutation"
"DCAF8L2_mut.mis","DCAF8L2","mutation"
"ZNF182_mut.mis","ZNF182","mutation"
"CCNB3_mut.mis","CCNB3","mutation"
"P2RY4_mut.mis","P2RY4","mutation"
"UPRT_mut.mis","UPRT","mutation"
"ITM2A_mut.mis","ITM2A","mutation"
"FAM133A_mut.mis","FAM133A","mutation"
"RPA4_mut.mis","RPA4","mutation"
"ARMCX3_mut.mis","ARMCX3","mutation"
"CLDN2_mut.mis","CLDN2","mutation"
"OCRL_mut.mis","OCRL","mutation"
"ZDHHC9_mut.mis","ZDHHC9","mutation"
"ZNF449_mut.mis","ZNF449","mutation"
"PASD1_mut.mis","PASD1","mutation"
"OPN1LW_mut.mis","OPN1LW","mutation"
"VWA1_mut.mis","VWA1","mutation"
"CLCNKA_mut.mis","CLCNKA","mutation"
"ANKRD13C_mut.mis","ANKRD13C","mutation"
"CTSS_mut.mis","CTSS","mutation"
"HSD17B7_mut.mis","HSD17B7","mutation"
"TTC13_mut.mis","TTC13","mutation"
"SPRTN_mut.mis","SPRTN","mutation"
"OR2L8_mut.mis","OR2L8","mutation"
"GCC2_mut.mis","GCC2","mutation"
"CERKL_mut.mis","CERKL","mutation"
"CDK5R2_mut.mis","CDK5R2","mutation"
"NEU4_mut.mis","NEU4","mutation"
"TTLL3_mut.mis","TTLL3","mutation"
"GCSAM_mut.mis","GCSAM","mutation"
"BEND4_mut.mis","BEND4","mutation"
"NOA1_mut.mis","NOA1","mutation"
"FAM13A_mut.mis","FAM13A","mutation"
"AGXT2_mut.mis","AGXT2","mutation"
"ARL15_mut.mis","ARL15","mutation"
"SLC36A3_mut.mis","SLC36A3","mutation"
"CENPW_mut.mis","CENPW","mutation"
"PEX7_mut.mis","PEX7","mutation"
"POM121C_mut.mis","POM121C","mutation"
"TMEM168_mut.mis","TMEM168","mutation"
"UBE3C_mut.mis","UBE3C","mutation"
"FBXO25_mut.mis","FBXO25","mutation"
"REXO1L1_mut.mis","REXO1L1","mutation"
"TRMT10B_mut.mis","TRMT10B","mutation"
"AKR1C3_mut.mis","AKR1C3","mutation"
"ERCC6_mut.mis","ERCC6","mutation"
"OGDHL_mut.mis","OGDHL","mutation"
"SCGB1C1_mut.mis","SCGB1C1","mutation"
"LRRC56_mut.mis","LRRC56","mutation"
"OR4C12_mut.mis","OR4C12","mutation"
"OR5I1_mut.mis","OR5I1","mutation"
"OR10W1_mut.mis","OR10W1","mutation"
"RCOR2_mut.mis","RCOR2","mutation"
"KCTD14_mut.mis","KCTD14","mutation"
"PANX1_mut.mis","PANX1","mutation"
"SDHD_mut.mis","SDHD","mutation"
"VWA5A_mut.mis","VWA5A","mutation"
