"drug","method","selection","gene_symbol","coef_value","coef_sign","is_og","is_tsg","is_fusion","role","primary_pathway"
"BIX02189","EN","freq50","CREBBP",-0.00953988621468769,"negative",1,1,1,"OG;TSG;fusion","ERK MAPK signaling"
"BIX02189","EN","freq50","CTNNB1",0.000302384022487119,"positive",1,0,1,"OG;fusion","ERK MAPK signaling"
"BIX02189","EN","freq50","KMT2D",-0.00170379522515566,"negative",1,1,0,"OG;TSG","ERK MAPK signaling"
"BIX02189","EN","freq50","MYC",-0.00386641345140892,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"BIX02189","EN","freq50","NOTCH1",-0.00507737703479549,"negative",1,1,1,"OG;TSG;fusion","ERK MAPK signaling"
"BIX02189","EN","freq50","PTEN",-0.000371310091998171,"negative",0,1,0,"TSG","ERK MAPK signaling"
"BIX02189","EN","freq50","RB1",0.00210115344346449,"positive",0,1,0,"TSG","ERK MAPK signaling"
"BIX02189","EN","freq50","SRC",0.000450635990787228,"positive",1,0,0,"OG","ERK MAPK signaling"
"Alectinib","DSEN","freq50","BCOR",0.0054063199864391,"positive",0,1,1,"TSG;fusion","RTK signaling"
"Alectinib","DSEN","freq50","STAG2",0.00673639683990104,"positive",0,1,0,"TSG","RTK signaling"
"Alectinib","DSEN","freq50","STAT3",-0.00450223943400772,"negative",1,0,0,"OG","RTK signaling"
"Pelitinib","DSEN","freq50","MAPK1",0.000932022653617479,"positive",1,0,0,"OG","EGFR signaling"
"Pelitinib","DSEN","freq50","SYK",-0.00151165702803348,"negative",1,0,1,"OG;fusion","EGFR signaling"
"Pelitinib","EN","freq50","LCK",-0.00257292458744241,"negative",1,0,1,"OG;fusion","EGFR signaling"
"Pelitinib","EN","freq50","MAPK1",0.00189897670509121,"positive",1,0,0,"OG","EGFR signaling"
"Pelitinib","EN","freq50","NOTCH1",-0.0251269984103844,"negative",1,1,1,"OG;TSG;fusion","EGFR signaling"
"Pelitinib","EN","freq50","RB1",0.0046752939244553,"positive",0,1,0,"TSG","EGFR signaling"
"Pelitinib","EN","freq50","SYK",-0.0024390671425386,"negative",1,0,1,"OG;fusion","EGFR signaling"
"Omipalisib","EN","freq50","MAPK1",0.00131169348593463,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"Omipalisib","EN","freq50","MYC",-0.00471425148778883,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"Omipalisib","EN","freq50","PIK3R1",-0.00150636076046069,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"Omipalisib","EN","freq50","RB1",-0.000858591159520515,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"Omipalisib","EN","freq50","TET2",-0.008758858993308,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"KIN001-236","EN","freq50","BCL2",-0.000270378085057299,"negative",1,0,1,"OG;fusion","Chromatin histone acetylation"
"KIN001-236","EN","freq50","CCND3",-0.00597647641270634,"negative",1,0,1,"OG;fusion","Chromatin histone acetylation"
"KIN001-236","EN","freq50","CTNNB1",0.00028584843951927,"positive",1,0,1,"OG;fusion","Chromatin histone acetylation"
"KIN001-236","EN","freq50","NOTCH1",-0.00442884482930274,"negative",1,1,1,"OG;TSG;fusion","Chromatin histone acetylation"
"KIN001-236","EN","freq50","RB1",-0.000180733828454145,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"KIN001-236","EN","freq50","SRC",0.000206263290688424,"positive",1,0,0,"OG","Chromatin histone acetylation"
"KIN001-236","EN","freq50","TET2",-0.00270846693344064,"negative",0,1,0,"TSG","Chromatin histone acetylation"
"KIN001-244","DSEN","freq50","ELF4",0.000686184514692375,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"KIN001-244","EN","freq50","CCND3",-0.0105855557042321,"negative",1,0,1,"OG;fusion","Other, kinases"
"KIN001-244","EN","freq50","CTNNB1",0.000793386863541636,"positive",1,0,1,"OG;fusion","Other, kinases"
"KIN001-244","EN","freq50","ELF4",0.00193310021113472,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"KIN001-244","EN","freq50","KMT2D",-0.00294019042628658,"negative",1,1,0,"OG;TSG","Other, kinases"
"KIN001-244","EN","freq50","PIK3R1",-0.00102535999371369,"negative",0,1,0,"TSG","Other, kinases"
"KIN001-244","EN","freq50","RB1",-0.000627810248498316,"negative",0,1,0,"TSG","Other, kinases"
"KIN001-244","EN","freq50","SRC",0.000351140214529092,"positive",1,0,0,"OG","Other, kinases"
"KIN001-244","EN","freq50","TET2",-0.00800108886160208,"negative",0,1,0,"TSG","Other, kinases"
"WHI-P97","DSEN","freq50","EGFR",-0.000251025992143667,"negative",1,0,0,"OG","Other, kinases"
"WHI-P97","EN","freq50","EGFR",-0.00224448107687027,"negative",1,0,0,"OG","Other, kinases"
"WHI-P97","EN","freq50","PTEN",0.00078052767531559,"positive",0,1,0,"TSG","Other, kinases"
"KIN001-260","EN","freq50","AKT1",0.000408093997983631,"positive",1,0,0,"OG","DNA replication"
"KIN001-260","EN","freq50","CTNNB1",0.000849373632445466,"positive",1,0,1,"OG;fusion","DNA replication"
"KIN001-260","EN","freq50","DNM2",-0.00307244308383419,"negative",0,1,0,"TSG","DNA replication"
"KIN001-260","EN","freq50","ELF4",0.00306756489080467,"positive",1,1,1,"OG;TSG;fusion","DNA replication"
"KIN001-260","EN","freq50","ERBB2",0.000503839697185142,"positive",1,0,1,"OG;fusion","DNA replication"
"KIN001-260","EN","freq50","MYC",-0.0019675739286965,"negative",1,0,1,"OG;fusion","DNA replication"
"KIN001-260","EN","freq50","PIK3CA",0.00166255923858017,"positive",1,0,0,"OG","DNA replication"
"KIN001-260","EN","freq50","PTEN",-0.000687252402034847,"negative",0,1,0,"TSG","DNA replication"
"KIN001-260","EN","freq50","SRC",0.000541845488474441,"positive",1,0,0,"OG","DNA replication"
"KIN001-260","EN","freq50","TET2",-0.00278931007577365,"negative",0,1,0,"TSG","DNA replication"
"Masitinib","DSEN","freq50","CHEK2",-0.001104293901602,"negative",0,1,0,"TSG","RTK signaling"
"Masitinib","DSEN","freq50","RB1",-0.00171863687227398,"negative",0,1,0,"TSG","RTK signaling"
"Amuvatinib","DSEN","freq50","BCL2",-0.000860222768882571,"negative",1,0,1,"OG;fusion","RTK signaling"
"Amuvatinib","DSEN","freq50","CDC73",-0.00113441293560594,"negative",0,1,0,"TSG","RTK signaling"
"Amuvatinib","DSEN","freq50","CHEK2",-0.000845099529107332,"negative",0,1,0,"TSG","RTK signaling"
"Amuvatinib","DSEN","freq50","CTNNB1",0.00103626148188965,"positive",1,0,1,"OG;fusion","RTK signaling"
"Amuvatinib","DSEN","freq50","EGFR",0.000778060960493875,"positive",1,0,0,"OG","RTK signaling"
"Amuvatinib","DSEN","freq50","EPAS1",0.00144626990259952,"positive",1,1,0,"OG;TSG","RTK signaling"
"Amuvatinib","DSEN","freq50","MYH9",0.00157596088982201,"positive",0,1,1,"TSG;fusion","RTK signaling"
"Amuvatinib","DSEN","freq50","PTEN",-0.00101561270023396,"negative",0,1,0,"TSG","RTK signaling"
"Amuvatinib","EN","freq50","BCL2",-0.000513609272279799,"negative",1,0,1,"OG;fusion","RTK signaling"
"Amuvatinib","EN","freq50","CTNNB1",0.000608436591605825,"positive",1,0,1,"OG;fusion","RTK signaling"
"Amuvatinib","EN","freq50","EGFR",0.000732374534432839,"positive",1,0,0,"OG","RTK signaling"
"MPS-1-IN-1","DSEN","freq50","AKT1",0.000531582587272893,"positive",1,0,0,"OG","Mitosis"
"MPS-1-IN-1","DSEN","freq50","NDRG1",0.000659650970906943,"positive",0,1,1,"TSG;fusion","Mitosis"
"MPS-1-IN-1","EN","freq50","AKT1",0.00128568636218137,"positive",1,0,0,"OG","Mitosis"
"MPS-1-IN-1","EN","freq50","BAX",-0.00065728553020343,"negative",0,1,0,"TSG","Mitosis"
"MPS-1-IN-1","EN","freq50","PTEN",-0.000694526270496586,"negative",0,1,0,"TSG","Mitosis"
"MPS-1-IN-1","EN","freq50","SRC",0.000491998698967304,"positive",1,0,0,"OG","Mitosis"
"NVP-BHG712","DSEN","freq50","AKT1",0.00164729465808066,"positive",1,0,0,"OG","Other, kinases"
"NVP-BHG712","DSEN","freq50","ATM",-0.000635949849301756,"negative",0,1,0,"TSG","Other, kinases"
"NVP-BHG712","DSEN","freq50","IKZF1",0.00162406303431636,"positive",0,1,1,"TSG;fusion","Other, kinases"
"NVP-BHG712","DSEN","freq50","NRG1",0.000808588715210282,"positive",0,1,1,"TSG;fusion","Other, kinases"
"NVP-BHG712","DSEN","freq50","RB1",-0.000632336412942387,"negative",0,1,0,"TSG","Other, kinases"
"NVP-BHG712","EN","freq50","AKT1",0.00173312981352062,"positive",1,0,0,"OG","Other, kinases"
"NVP-BHG712","EN","freq50","ELF4",0.00139388344217758,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"NVP-BHG712","EN","freq50","ERBB2",0.000530143628699661,"positive",1,0,1,"OG;fusion","Other, kinases"
"NVP-BHG712","EN","freq50","IKZF1",0.00280668934557352,"positive",0,1,1,"TSG;fusion","Other, kinases"
"NVP-BHG712","EN","freq50","KMT2D",-0.00410636108361068,"negative",1,1,0,"OG;TSG","Other, kinases"
"NVP-BHG712","EN","freq50","MYC",-0.00392657522363086,"negative",1,0,1,"OG;fusion","Other, kinases"
"NVP-BHG712","EN","freq50","NOTCH1",-0.0121324168323301,"negative",1,1,1,"OG;TSG;fusion","Other, kinases"
"NVP-BHG712","EN","freq50","NRAS",-0.00830812241519143,"negative",1,0,0,"OG","Other, kinases"
"NVP-BHG712","EN","freq50","RB1",0.00324543768831622,"positive",0,1,0,"TSG","Other, kinases"
"NVP-BHG712","EN","freq50","SYK",-0.000700513791541503,"negative",1,0,1,"OG;fusion","Other, kinases"
"NVP-BHG712","EN","freq50","TP53",0.0055733950586925,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"OSI-930","DSEN","freq50","NRG1",0.0004269013391857,"positive",0,1,1,"TSG;fusion","RTK signaling"
"OSI-930","DSEN","freq50","SRC",0.00106059612545572,"positive",1,0,0,"OG","RTK signaling"
"OSI-930","EN","freq50","CTNNB1",0.00110619029441486,"positive",1,0,1,"OG;fusion","RTK signaling"
"OSI-930","EN","freq50","NT5C2",-0.00315369075807888,"negative",1,0,0,"OG","RTK signaling"
"OSI-930","EN","freq50","PIK3R1",-0.000218400565486511,"negative",0,1,0,"TSG","RTK signaling"
"OSI-930","EN","freq50","SRC",0.000551715612085896,"positive",1,0,0,"OG","RTK signaling"
"OSI-027","EN","freq50","CHEK2",-0.00112628476992093,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","CTNNB1",0.0022228371824343,"positive",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"OSI-027","EN","freq50","ERBB3",0.00184502624489588,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","KMT2D",-0.0124617812310296,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","MAP2K1",0.00135606641922062,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","MAPK1",0.00510230352938874,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","MYC",-0.0190540837416294,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"OSI-027","EN","freq50","NFE2L2",0.0079577620215206,"positive",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","PIK3R1",-0.00248307280024849,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","POLG",0.0124755479798144,"positive",0,1,0,"TSG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","RB1",-0.00157440088012261,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"OSI-027","EN","freq50","TET2",-0.0113901485029292,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"CX-5461","DSEN","freq50","MECOM",0.0017413262083989,"positive",1,0,1,"OG;fusion","Other"
"CX-5461","DSEN","freq50","MSH2",-0.00263765361811906,"negative",0,1,0,"TSG","Other"
"CX-5461","DSEN","freq50","TP53",0.00776043644418745,"positive",1,1,1,"OG;TSG;fusion","Other"
"CX-5461","DSEN","freq50","WWTR1",0.00144140434542589,"positive",1,0,1,"OG;fusion","Other"
"CX-5461","EN","freq50","TP53",0.0103225243099824,"positive",1,1,1,"OG;TSG;fusion","Other"
"PHA-793887","DSEN","freq50","AKT1",0.00241381583835974,"positive",1,0,0,"OG","Cell cycle"
"PHA-793887","DSEN","freq50","MSH2",-0.00208427506420202,"negative",0,1,0,"TSG","Cell cycle"
"PHA-793887","EN","freq50","AKT1",0.00138886016479664,"positive",1,0,0,"OG","Cell cycle"
"PHA-793887","EN","freq50","CHEK2",-0.0012713132278961,"negative",0,1,0,"TSG","Cell cycle"
"PHA-793887","EN","freq50","CTNNB1",0.00166506383734957,"positive",1,0,1,"OG;fusion","Cell cycle"
"PHA-793887","EN","freq50","KMT2D",-0.00996139756929471,"negative",1,1,0,"OG;TSG","Cell cycle"
"PHA-793887","EN","freq50","MAPK1",0.00133594357360977,"positive",1,0,0,"OG","Cell cycle"
"PHA-793887","EN","freq50","MSH2",-0.001261044115432,"negative",0,1,0,"TSG","Cell cycle"
"PHA-793887","EN","freq50","MYC",-0.0172351388555198,"negative",1,0,1,"OG;fusion","Cell cycle"
"PHA-793887","EN","freq50","NFATC2",0.00062960080430911,"positive",1,0,1,"OG;fusion","Cell cycle"
"PHA-793887","EN","freq50","SLC34A2",-0.0079429442476251,"negative",0,1,1,"TSG;fusion","Cell cycle"
"PI-103","DSEN","freq50","ERBB3",0.00168927828855297,"positive",1,0,0,"OG","Other, kinases"
"PI-103","DSEN","freq50","FANCG",-0.000705381662259939,"negative",0,1,0,"TSG","Other, kinases"
"PI-103","DSEN","freq50","STK11",-0.000999354765973097,"negative",0,1,0,"TSG","Other, kinases"
"PI-103","EN","freq50","CBLB",0.00717658690404942,"positive",0,1,0,"TSG","Other, kinases"
"PI-103","EN","freq50","CHEK2",-0.00146932061306767,"negative",0,1,0,"TSG","Other, kinases"
"PI-103","EN","freq50","CREBBP",-0.00843793391909804,"negative",1,1,1,"OG;TSG;fusion","Other, kinases"
"PI-103","EN","freq50","CTNNB1",0.00196027216515114,"positive",1,0,1,"OG;fusion","Other, kinases"
"PI-103","EN","freq50","ERBB3",0.00172667850470638,"positive",1,0,0,"OG","Other, kinases"
"PI-103","EN","freq50","KDR",0.00125167711187468,"positive",1,0,0,"OG","Other, kinases"
"PI-103","EN","freq50","KMT2D",-0.00859235756104086,"negative",1,1,0,"OG;TSG","Other, kinases"
"PI-103","EN","freq50","MAPK1",0.00143240382468394,"positive",1,0,0,"OG","Other, kinases"
"PI-103","EN","freq50","MYC",-0.0226977968770276,"negative",1,0,1,"OG;fusion","Other, kinases"
"PI-103","EN","freq50","POLG",0.0140716427082948,"positive",0,1,0,"TSG","Other, kinases"
"PI-103","EN","freq50","RB1",-0.00152023117967911,"negative",0,1,0,"TSG","Other, kinases"
"PI-103","EN","freq50","SRC",0.00136838279747627,"positive",1,0,0,"OG","Other, kinases"
"PI-103","EN","freq50","STK11",-0.000878036994417757,"negative",0,1,0,"TSG","Other, kinases"
"PI-103","EN","freq50","SUZ12",0.0131068167220062,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"PI-103","EN","freq50","TCF3",-0.00754392315764209,"negative",1,1,1,"OG;TSG;fusion","Other, kinases"
"PI-103","EN","freq50","TET2",-0.0152253004430522,"negative",0,1,0,"TSG","Other, kinases"
"PIK-93","EN","freq50","ATM",-0.00100303462728165,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"PIK-93","EN","freq50","CCND3",-0.0127607797602724,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"PIK-93","EN","freq50","CTNNB1",0.00169858999660957,"positive",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"PIK-93","EN","freq50","EZH2",-0.0112601435804151,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"PIK-93","EN","freq50","KDR",0.000793793367850573,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"PIK-93","EN","freq50","KMT2D",-0.00326048598024966,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"PIK-93","EN","freq50","NOTCH1",-0.00981947269601146,"negative",1,1,1,"OG;TSG;fusion","PI3K/MTOR signaling"
"PIK-93","EN","freq50","SLC34A2",-0.0112248261183384,"negative",0,1,1,"TSG;fusion","PI3K/MTOR signaling"
"PIK-93","EN","freq50","SRC",0.00109681218828654,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"PIK-93","EN","freq50","TET2",-0.023078763178518,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"SB52334","DSEN","freq50","ATM",-0.000458875308502634,"negative",0,1,0,"TSG","RTK signaling"
"TPCA-1","DSEN","freq50","AKT1",0.000633801331998865,"positive",1,0,0,"OG","Other, kinases"
"TPCA-1","DSEN","freq50","NDRG1",0.00148436360191906,"positive",0,1,1,"TSG;fusion","Other, kinases"
"TPCA-1","EN","freq50","AKT1",0.00444187961938362,"positive",1,0,0,"OG","Other, kinases"
"TPCA-1","EN","freq50","KMT2D",-0.0156915154087305,"negative",1,1,0,"OG;TSG","Other, kinases"
"TPCA-1","EN","freq50","PTEN",-0.00295348261212695,"negative",0,1,0,"TSG","Other, kinases"
"Fedratinib","DSEN","freq50","NDRG1",0.000624250588119665,"positive",0,1,1,"TSG;fusion","Other, kinases"
"Fedratinib","EN","freq50","AKT1",0.000842233660635732,"positive",1,0,0,"OG","Other, kinases"
"Fedratinib","EN","freq50","BCL11A",0.00457097120541986,"positive",1,0,1,"OG;fusion","Other, kinases"
"Fedratinib","EN","freq50","BCL2",-0.000646381874884597,"negative",1,0,1,"OG;fusion","Other, kinases"
"Fedratinib","EN","freq50","BRAF",0.00379605704094335,"positive",1,0,1,"OG;fusion","Other, kinases"
"Fedratinib","EN","freq50","CHEK2",-0.00104358616692987,"negative",0,1,0,"TSG","Other, kinases"
"Fedratinib","EN","freq50","CTNNB1",0.00162107964325099,"positive",1,0,1,"OG;fusion","Other, kinases"
"Fedratinib","EN","freq50","ERBB2",0.000938227763845762,"positive",1,0,1,"OG;fusion","Other, kinases"
"Fedratinib","EN","freq50","ERBB3",0.001819190085632,"positive",1,0,0,"OG","Other, kinases"
"Fedratinib","EN","freq50","IRS4",0.00456847603035369,"positive",1,1,0,"OG;TSG","Other, kinases"
"Fedratinib","EN","freq50","KMT2D",-0.00199591970413911,"negative",1,1,0,"OG;TSG","Other, kinases"
"Fedratinib","EN","freq50","MAPK1",0.000667774290948431,"positive",1,0,0,"OG","Other, kinases"
"Fedratinib","EN","freq50","PIK3R1",-0.000624433707324697,"negative",0,1,0,"TSG","Other, kinases"
"Fedratinib","EN","freq50","PTEN",-0.000742314258856478,"negative",0,1,0,"TSG","Other, kinases"
"Fedratinib","EN","freq50","TET2",-0.00860701940527524,"negative",0,1,0,"TSG","Other, kinases"
"WIKI4","EN","freq50","BAX",-0.00324456649763751,"negative",0,1,0,"TSG","WNT signaling"
"WIKI4","EN","freq50","CBLB",0.00752792580962594,"positive",0,1,0,"TSG","WNT signaling"
"WIKI4","EN","freq50","CDH1",0.000574088881292824,"positive",0,1,0,"TSG","WNT signaling"
"WIKI4","EN","freq50","ERBB2",0.000672571335407491,"positive",1,0,1,"OG;fusion","WNT signaling"
"WIKI4","EN","freq50","ERBB3",0.00224547092206603,"positive",1,0,0,"OG","WNT signaling"
"WIKI4","EN","freq50","ESR1",0.00060302901255352,"positive",1,1,1,"OG;TSG;fusion","WNT signaling"
"WIKI4","EN","freq50","GATA3",0.00111067947772802,"positive",1,1,0,"OG;TSG","WNT signaling"
"WIKI4","EN","freq50","KMT2A",0.00347737195864971,"positive",1,0,1,"OG;fusion","WNT signaling"
"WIKI4","EN","freq50","KMT2D",-0.00407554857121711,"negative",1,1,0,"OG;TSG","WNT signaling"
"WIKI4","EN","freq50","PIK3CA",0.00312603052825437,"positive",1,0,0,"OG","WNT signaling"
"WIKI4","EN","freq50","SRC",0.000887773407102636,"positive",1,0,0,"OG","WNT signaling"
"Y-39983","DSEN","freq50","ELF4",0.00054640538166684,"positive",1,1,1,"OG;TSG;fusion","Cytoskeleton"
"Y-39983","EN","freq50","BAX",-0.00135546721936141,"negative",0,1,0,"TSG","Cytoskeleton"
"Y-39983","EN","freq50","CHEK2",-0.000340647779488797,"negative",0,1,0,"TSG","Cytoskeleton"
"Y-39983","EN","freq50","CTNNB1",0.00061594318228792,"positive",1,0,1,"OG;fusion","Cytoskeleton"
"Y-39983","EN","freq50","ELF4",0.0017429496660206,"positive",1,1,1,"OG;TSG;fusion","Cytoskeleton"
"Y-39983","EN","freq50","ERBB3",0.000563839885081435,"positive",1,0,0,"OG","Cytoskeleton"
"Y-39983","EN","freq50","MAP2K2",-0.000139394914462004,"negative",1,0,0,"OG","Cytoskeleton"
"Y-39983","EN","freq50","MYC",-0.00824186388155701,"negative",1,0,1,"OG;fusion","Cytoskeleton"
"Y-39983","EN","freq50","NOTCH1",-0.00710344909093225,"negative",1,1,1,"OG;TSG;fusion","Cytoskeleton"
"Y-39983","EN","freq50","PTEN",-0.000788341195498645,"negative",0,1,0,"TSG","Cytoskeleton"
"Y-39983","EN","freq50","SRC",0.000398938997801669,"positive",1,0,0,"OG","Cytoskeleton"
"YM201636","EN","freq50","CCND3",-0.00563043363801631,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"YM201636","EN","freq50","CHEK2",-0.00034738582989281,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"YM201636","EN","freq50","CTNNB1",0.000507448554055693,"positive",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"YM201636","EN","freq50","EGFR",0.000719408593991205,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"YM201636","EN","freq50","KDR",0.000453117883624055,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"YM201636","EN","freq50","SRC",0.000426516552980693,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"YM201636","EN","freq50","TET2",-0.00327170955715818,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"GSK690693","EN","freq50","BCL2",-0.00973865977060156,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"GSK690693","EN","freq50","EZH2",-0.0223766155014162,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"GSK690693","EN","freq50","KDR",0.00103934078993828,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"GSK690693","EN","freq50","PTEN",-0.00348782323494545,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"GSK690693","EN","freq50","SYK",-0.00103286844714227,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"GSK690693","EN","freq50","XPO1",-0.00791523327700592,"negative",1,0,0,"OG","PI3K/MTOR signaling"
"QL-XI-92","DSEN","freq50","CCND1",0.0001702615455938,"positive",1,0,1,"OG;fusion","Cytoskeleton"
"QL-XI-92","DSEN","freq50","ERBB3",0.000576970746817103,"positive",1,0,0,"OG","Cytoskeleton"
"QL-XI-92","DSEN","freq50","ETNK1",0.000708818769227084,"positive",0,1,0,"TSG","Cytoskeleton"
"QL-XI-92","DSEN","freq50","RB1",-0.000364219391466472,"negative",0,1,0,"TSG","Cytoskeleton"
"QL-XI-92","DSEN","freq50","SRC",0.000471668197765843,"positive",1,0,0,"OG","Cytoskeleton"
"QL-XI-92","EN","freq50","TP53",0.00307830431543855,"positive",1,1,1,"OG;TSG;fusion","Cytoskeleton"
"XMD13-2","DSEN","freq50","NFATC2",0.000638511082121337,"positive",1,0,1,"OG;fusion","Cytoskeleton"
"XMD13-2","EN","freq50","BRAF",0.00108745353507005,"positive",1,0,1,"OG;fusion","Cytoskeleton"
"XMD13-2","EN","freq50","CHEK2",-0.000874002593879026,"negative",0,1,0,"TSG","Cytoskeleton"
"XMD13-2","EN","freq50","KDR",0.000296126663238201,"positive",1,0,0,"OG","Cytoskeleton"
"XMD13-2","EN","freq50","KMT2D",-0.0043613697880157,"negative",1,1,0,"OG;TSG","Cytoskeleton"
"XMD13-2","EN","freq50","MSH2",-0.000273721055782434,"negative",0,1,0,"TSG","Cytoskeleton"
"XMD13-2","EN","freq50","MYC",-0.00513332311726035,"negative",1,0,1,"OG;fusion","Cytoskeleton"
"XMD13-2","EN","freq50","NFATC2",0.000233478524785394,"positive",1,0,1,"OG;fusion","Cytoskeleton"
"XMD13-2","EN","freq50","NOTCH1",-0.00660108757372241,"negative",1,1,1,"OG;TSG;fusion","Cytoskeleton"
"XMD13-2","EN","freq50","RB1",-0.000999783843617898,"negative",0,1,0,"TSG","Cytoskeleton"
"XMD13-2","EN","freq50","TET2",-0.00572983202102018,"negative",0,1,0,"TSG","Cytoskeleton"
"QL-X-138","EN","freq50","BRAF",0.00498121778135081,"positive",1,0,1,"OG;fusion","Other, kinases"
"QL-X-138","EN","freq50","CHEK2",-0.00142795908504629,"negative",0,1,0,"TSG","Other, kinases"
"QL-X-138","EN","freq50","CTNNB1",0.00171671356238961,"positive",1,0,1,"OG;fusion","Other, kinases"
"QL-X-138","EN","freq50","ERBB3",0.00082399575890794,"positive",1,0,0,"OG","Other, kinases"
"QL-X-138","EN","freq50","HOXA13",-0.00923348933016393,"negative",1,0,1,"OG;fusion","Other, kinases"
"QL-X-138","EN","freq50","KMT2D",-0.0105479567714995,"negative",1,1,0,"OG;TSG","Other, kinases"
"QL-X-138","EN","freq50","MAP2K1",0.00082312421820646,"positive",1,0,0,"OG","Other, kinases"
"QL-X-138","EN","freq50","MAPK1",0.0022007258433367,"positive",1,0,0,"OG","Other, kinases"
"QL-X-138","EN","freq50","MYC",-0.0145291658039752,"negative",1,0,1,"OG;fusion","Other, kinases"
"QL-X-138","EN","freq50","PIK3R1",-0.000897410421101719,"negative",0,1,0,"TSG","Other, kinases"
"QL-X-138","EN","freq50","POLG",0.0073354685124927,"positive",0,1,0,"TSG","Other, kinases"
"QL-X-138","EN","freq50","TET2",-0.00660924094143802,"negative",0,1,0,"TSG","Other, kinases"
"QL-X-138","EN","freq50","WWTR1",0.000889177328213771,"positive",1,0,1,"OG;fusion","Other, kinases"
"XMD15-27","DSEN","freq50","BCOR",0.000380278826910521,"positive",0,1,1,"TSG;fusion","Other, kinases"
"XMD15-27","DSEN","freq50","CHEK2",-0.000132962259231175,"negative",0,1,0,"TSG","Other, kinases"
"XMD15-27","DSEN","freq50","STAG2",0.000280017080526056,"positive",0,1,0,"TSG","Other, kinases"
"T0901317","EN","freq50","CTNNB1",0.000423792652169829,"positive",1,0,1,"OG;fusion","Other"
"T0901317","EN","freq50","MYC",-0.00462762485644763,"negative",1,0,1,"OG;fusion","Other"
"THZ-2-49","EN","freq50","ATM",-0.00100009892219847,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-49","EN","freq50","CHEK2",-0.00140940879083005,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-49","EN","freq50","CTNNB1",0.00349673411613718,"positive",1,0,1,"OG;fusion","Cell cycle"
"THZ-2-49","EN","freq50","EGFR",0.00100036973172396,"positive",1,0,0,"OG","Cell cycle"
"THZ-2-49","EN","freq50","KMT2D",-0.0119047441791947,"negative",1,1,0,"OG;TSG","Cell cycle"
"THZ-2-49","EN","freq50","MYC",-0.0110747027146035,"negative",1,0,1,"OG;fusion","Cell cycle"
"THZ-2-49","EN","freq50","NFE2L2",0.00519875180906105,"positive",1,1,0,"OG;TSG","Cell cycle"
"THZ-2-49","EN","freq50","PIK3R1",-0.00129290279736989,"negative",0,1,0,"TSG","Cell cycle"
"THZ-2-49","EN","freq50","RB1",0.00480180489038055,"positive",0,1,0,"TSG","Cell cycle"
