"drug","method","selection","gene_symbol","coef_value","coef_sign","is_og","is_tsg","is_fusion","role","primary_pathway"
"Tanespimycin","DSEN","freq50","AKT1",-0.000797726461241506,"negative",1,0,0,"OG","Protein stability and degradation"
"Tanespimycin","EN","freq50","BCL2",0.00143477985674266,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Tanespimycin","EN","freq50","BRAF",-0.00840607734813553,"negative",1,0,1,"OG;fusion","Protein stability and degradation"
"Tanespimycin","EN","freq50","KDR",-0.00326020306333055,"negative",1,0,0,"OG","Protein stability and degradation"
"Tanespimycin","EN","freq50","KEAP1",0.00171450329904119,"positive",0,1,0,"TSG","Protein stability and degradation"
"Tanespimycin","EN","freq50","LCK",0.00157694218574905,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Tanespimycin","EN","freq50","MALT1",0.00174214520115621,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Tanespimycin","EN","freq50","MYC",0.0195292415808882,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Tanespimycin","EN","freq50","STK11",-0.0330892546279357,"negative",0,1,0,"TSG","Protein stability and degradation"
"Tanespimycin","EN","freq50","WWTR1",-0.00346577781132004,"negative",1,0,1,"OG;fusion","Protein stability and degradation"
"VX-702","DSEN","freq50","FGFR2",-0.00183256115809408,"negative",1,0,1,"OG;fusion","JNK and p38 signaling"
"Motesanib","DSEN","freq50","WWTR1",-0.000754424125830371,"negative",1,0,1,"OG;fusion","RTK signaling"
"Elesclomol","DSEN","freq50","ETV5",0.00161269299481416,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Elesclomol","DSEN","freq50","KIT",0.00292377768285502,"positive",1,0,0,"OG","Protein stability and degradation"
"Elesclomol","DSEN","freq50","LCK",0.00212145672271959,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Elesclomol","DSEN","freq50","LRP1B",0.00115164735263793,"positive",0,1,0,"TSG","Protein stability and degradation"
"Elesclomol","DSEN","freq50","MAP2K1",0.00320000199468887,"positive",1,0,0,"OG","Protein stability and degradation"
"Elesclomol","DSEN","freq50","SYK",0.004459405021535,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Elesclomol","DSEN","freq50","TP53",-0.00105851399970006,"negative",1,1,1,"OG;TSG;fusion","Protein stability and degradation"
"Elesclomol","EN","freq50","APC",0.00385077516795265,"positive",0,1,0,"TSG","Protein stability and degradation"
"Elesclomol","EN","freq50","KIT",0.00189825527959148,"positive",1,0,0,"OG","Protein stability and degradation"
"Elesclomol","EN","freq50","LCK",0.00156607684625253,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Elesclomol","EN","freq50","LRP1B",0.00526496780764216,"positive",0,1,0,"TSG","Protein stability and degradation"
"Elesclomol","EN","freq50","MAP2K1",0.00112762178309097,"positive",1,0,0,"OG","Protein stability and degradation"
"Elesclomol","EN","freq50","SYK",0.00449980008600807,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"Afatinib","DSEN","freq50","ERBB2",-0.00187051359103746,"negative",1,0,1,"OG;fusion","EGFR signaling"
"Afatinib","EN","freq50","EGFR",-0.016120857654803,"negative",1,0,0,"OG","EGFR signaling"
"Afatinib","EN","freq50","ERBB2",-0.00146691848399866,"negative",1,0,1,"OG;fusion","EGFR signaling"
"PLX-4720","DSEN","freq50","ATM",-0.00144395331547748,"negative",0,1,0,"TSG","ERK MAPK signaling"
"PLX-4720","DSEN","freq50","BRAF",-0.087248477584503,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"PLX-4720","DSEN","freq50","MAP2K1",-0.00196282686198013,"negative",1,0,0,"OG","ERK MAPK signaling"
"PLX-4720","DSEN","freq50","RAF1",0.00168525432732525,"positive",1,0,1,"OG;fusion","ERK MAPK signaling"
"PLX-4720","EN","freq50","BRAF",-0.16636683715472,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"BX796","DSEN","freq50","CDH1",0.000555069351516861,"positive",0,1,0,"TSG","Unknown"
"BX796","DSEN","freq50","CDKN1A",-0.0010407067737883,"negative",1,1,0,"OG;TSG","Unknown"
"BX796","DSEN","freq50","ERBB3",0.00160396951385868,"positive",1,0,0,"OG","Unknown"
"BX796","EN","freq50","BAX",-0.000698167250258434,"negative",0,1,0,"TSG","Unknown"
"BX796","EN","freq50","CDH1",0.00102360632026272,"positive",0,1,0,"TSG","Unknown"
"BX796","EN","freq50","ERBB3",0.00151604574791043,"positive",1,0,0,"OG","Unknown"
"BX796","EN","freq50","SGK1",0.00265632450780414,"positive",1,0,0,"OG","Unknown"
"JNK Inhibitor VIII","DSEN","freq50","WWTR1",-0.000218091212115933,"negative",1,0,1,"OG;fusion","JNK and p38 signaling"
"JNK Inhibitor VIII","EN","freq50","EGFR",-0.000256176993319745,"negative",1,0,0,"OG","JNK and p38 signaling"
"JNK Inhibitor VIII","EN","freq50","KDR",-6.99254436756458e-05,"negative",1,0,0,"OG","JNK and p38 signaling"
"JNK Inhibitor VIII","EN","freq50","PIK3R1",9.27770989639418e-05,"positive",0,1,0,"TSG","JNK and p38 signaling"
"JNK Inhibitor VIII","EN","freq50","WWTR1",-0.000318011554303833,"negative",1,0,1,"OG;fusion","JNK and p38 signaling"
"681640","EN","freq50","FAT4",-0.00274543585533847,"negative",0,1,0,"TSG","Cell cycle"
"681640","EN","freq50","PRF1",-0.00560762397429961,"negative",0,1,0,"TSG","Cell cycle"
"Nutlin-3a (-)","DSEN","freq50","BAX",-0.00278673809435017,"negative",0,1,0,"TSG","p53 pathway"
"Nutlin-3a (-)","DSEN","freq50","CDKN1A",-0.00220302616964363,"negative",1,1,0,"OG;TSG","p53 pathway"
"Nutlin-3a (-)","DSEN","freq50","MDM2",-0.00158700038937742,"negative",1,0,0,"OG","p53 pathway"
"Nutlin-3a (-)","DSEN","freq50","TP53",0.0715765450466639,"positive",1,1,1,"OG;TSG;fusion","p53 pathway"
"Nutlin-3a (-)","EN","freq50","BAX",-0.0021014041660526,"negative",0,1,0,"TSG","p53 pathway"
"Nutlin-3a (-)","EN","freq50","TP53",0.0798574448047916,"positive",1,1,1,"OG;TSG;fusion","p53 pathway"
"PD173074","EN","freq50","FGFR2",-0.00079797062314946,"negative",1,0,1,"OG;fusion","RTK signaling"
"RO-3306","DSEN","freq50","NRG1",-0.000486768244204733,"negative",0,1,1,"TSG;fusion","Cell cycle"
"RO-3306","EN","freq50","EGFR",-0.000906553089010686,"negative",1,0,0,"OG","Cell cycle"
"RO-3306","EN","freq50","NRG1",-0.00125650597751917,"negative",0,1,1,"TSG;fusion","Cell cycle"
"MK-2206","EN","freq50","HRAS",-0.0142315300004579,"negative",1,0,0,"OG","PI3K/MTOR signaling"
"Palbociclib","DSEN","freq50","CDKN2A",0.00293140102351429,"positive",0,1,0,"TSG","Cell cycle"
"Palbociclib","DSEN","freq50","RB1",-0.00169867194622589,"negative",0,1,0,"TSG","Cell cycle"
"Palbociclib","DSEN","freq50","SMAD3",-0.00236476155869868,"negative",0,1,0,"TSG","Cell cycle"
"Palbociclib","DSEN","freq50","WT1",0.0026644857917295,"positive",1,1,1,"OG;TSG;fusion","Cell cycle"
"Palbociclib","EN","freq50","CDKN2A",0.00182929022578228,"positive",0,1,0,"TSG","Cell cycle"
"Palbociclib","EN","freq50","HRAS",-0.02203614256773,"negative",1,0,0,"OG","Cell cycle"
"Palbociclib","EN","freq50","ID3",0.0115568515542101,"positive",0,1,0,"TSG","Cell cycle"
"Palbociclib","EN","freq50","MAP2K1",-0.0175602526341577,"negative",1,0,0,"OG","Cell cycle"
"Palbociclib","EN","freq50","POLQ",0.00396484285723652,"positive",1,1,0,"OG;TSG","Cell cycle"
"Palbociclib","EN","freq50","RB1",0.0158435286971214,"positive",0,1,0,"TSG","Cell cycle"
"Palbociclib","EN","freq50","SMAD3",-0.00178206503419762,"negative",0,1,0,"TSG","Cell cycle"
"Palbociclib","EN","freq50","WT1",-0.0128284243641469,"negative",1,1,1,"OG;TSG;fusion","Cell cycle"
"Dactolisib","EN","freq50","APC",0.00226955064274444,"positive",0,1,0,"TSG","PI3K/MTOR signaling"
"Dactolisib","EN","freq50","BRIP1",-0.00653640585104246,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"Dactolisib","EN","freq50","CACNA1D",-0.00557509447873053,"negative",1,0,0,"OG","PI3K/MTOR signaling"
"Dactolisib","EN","freq50","CDKN1A",-0.000622661225205148,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"Dactolisib","EN","freq50","MAP3K1",-0.000668866456719781,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"AZD8055","EN","freq50","AKT1",0.000500801549246293,"positive",1,0,0,"OG","PI3K/MTOR signaling"
"AZD8055","EN","freq50","CCND3",-0.00761171524617113,"negative",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"AZD8055","EN","freq50","CDKN1B",-0.000695240308925336,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"AZD8055","EN","freq50","CTNNB1",0.00114514959408975,"positive",1,0,1,"OG;fusion","PI3K/MTOR signaling"
"AZD8055","EN","freq50","KMT2D",-0.00259899244453464,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"AZD8055","EN","freq50","NF1",0.00325720912158271,"positive",0,1,1,"TSG;fusion","PI3K/MTOR signaling"
"PD0325901","DSEN","freq50","MAP2K1",-0.00107051332555725,"negative",1,0,0,"OG","ERK MAPK signaling"
"PD0325901","EN","freq50","ASXL1",-0.024484160448683,"negative",0,1,0,"TSG","ERK MAPK signaling"
"PD0325901","EN","freq50","BRAF",-0.146705651109609,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"PD0325901","EN","freq50","KRAS",-0.0205684878258082,"negative",1,0,0,"OG","ERK MAPK signaling"
"PD0325901","EN","freq50","MAP2K1",-0.0169887073118349,"negative",1,0,0,"OG","ERK MAPK signaling"
"PD0325901","EN","freq50","NRAS",-0.0538382977871423,"negative",1,0,0,"OG","ERK MAPK signaling"
"SB590885","DSEN","freq50","BRAF",-0.0312246233424369,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"SB590885","DSEN","freq50","MAP2K1",-0.00306251808793206,"negative",1,0,0,"OG","ERK MAPK signaling"
"SB590885","DSEN","freq50","MITF",-0.00139127097629557,"negative",1,0,0,"OG","ERK MAPK signaling"
"SB590885","EN","freq50","BRAF",-0.103256184131705,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"Selumetinib","EN","freq50","BRAF",-0.0143426024385663,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"Selumetinib","EN","freq50","MAP2K1",-0.000717541464490493,"negative",1,0,0,"OG","ERK MAPK signaling"
"Selumetinib","EN","freq50","MITF",-0.00110012834007571,"negative",1,0,0,"OG","ERK MAPK signaling"
"AZD6482","DSEN","freq50","CDKN1A",-0.0028945475406379,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"AZD6482","EN","freq50","CDKN1A",-0.00223319626374836,"negative",1,1,0,"OG;TSG","PI3K/MTOR signaling"
"AZD6482","EN","freq50","VHL",-0.0637572936279385,"negative",0,1,0,"TSG","PI3K/MTOR signaling"
"CCT007093","DSEN","freq50","ERBB2",-0.000156088273134319,"negative",1,0,1,"OG;fusion","Cell cycle"
"CCT007093","DSEN","freq50","TEC",0.000210936452527355,"positive",1,0,1,"OG;fusion","Cell cycle"
"CCT007093","EN","freq50","CDKN2A",-0.000532944581679554,"negative",0,1,0,"TSG","Cell cycle"
"CCT007093","EN","freq50","ERBB2",-0.000122439967809502,"negative",1,0,1,"OG;fusion","Cell cycle"
"CCT007093","EN","freq50","TEC",0.000132132071607393,"positive",1,0,1,"OG;fusion","Cell cycle"
"CCT007093","EN","freq50","VHL",-0.00217995523992746,"negative",0,1,0,"TSG","Cell cycle"
"EHT-1864","DSEN","freq50","CDC73",-0.000325725060560419,"negative",0,1,0,"TSG","Cytoskeleton"
"Avagacestat","EN","freq50","CTNNB1",-0.000234984366593353,"negative",1,0,1,"OG;fusion","Other"
"Avagacestat","EN","freq50","DGCR8",-0.0060064548393051,"negative",1,0,0,"OG","Other"
"Avagacestat","EN","freq50","EGFR",-0.000152765338113517,"negative",1,0,0,"OG","Other"
"Avagacestat","EN","freq50","ERBB3",-0.000180558717264224,"negative",1,0,0,"OG","Other"
"Avagacestat","EN","freq50","PDGFB",-0.00322622706670472,"negative",1,0,1,"OG;fusion","Other"
"BMS-536924","DSEN","freq50","AKT1",0.000532076176405254,"positive",1,0,0,"OG","IGF1R signaling"
"BMS-536924","DSEN","freq50","FGFR2",-0.000658675781001095,"negative",1,0,1,"OG;fusion","IGF1R signaling"
"BMS-536924","DSEN","freq50","PTEN",-0.000851286966354619,"negative",0,1,0,"TSG","IGF1R signaling"
"BMS-536924","EN","freq50","FGFR2",-0.00165927021589673,"negative",1,0,1,"OG;fusion","IGF1R signaling"
"BMS-536924","EN","freq50","PTEN",-0.0028575291704378,"negative",0,1,0,"TSG","IGF1R signaling"
"Cetuximab","DSEN","freq50","EGFR",-0.00712018394372861,"negative",1,0,0,"OG","EGFR signaling"
"Cetuximab","DSEN","freq50","SPEN",0.00273350066922905,"positive",0,1,0,"TSG","EGFR signaling"
"Cetuximab","EN","freq50","EGFR",-0.00692826489287981,"negative",1,0,0,"OG","EGFR signaling"
"Serdemetan","DSEN","freq50","WWTR1",-0.000332128691712945,"negative",1,0,1,"OG;fusion","p53 pathway"
"Serdemetan","EN","freq50","APC",0.00214132366610611,"positive",0,1,0,"TSG","p53 pathway"
"Serdemetan","EN","freq50","FOXP1",0.00138025915844074,"positive",1,0,1,"OG;fusion","p53 pathway"
"Serdemetan","EN","freq50","WWTR1",-0.000269599509225432,"negative",1,0,1,"OG;fusion","p53 pathway"
"HG-5-113-01","EN","freq50","BCOR",0.000862501113438791,"positive",0,1,1,"TSG;fusion","Mitosis"
"HG-5-113-01","EN","freq50","ESR1",0.000571844257798717,"positive",1,1,1,"OG;TSG;fusion","Mitosis"
"HG-5-113-01","EN","freq50","RB1",-0.00052033718009979,"negative",0,1,0,"TSG","Mitosis"
"HG-5-113-01","EN","freq50","TBL1XR1",0.000625081622082404,"positive",1,1,1,"OG;TSG;fusion","Mitosis"
"HG-5-88-01","DSEN","freq50","AKT1",0.00328692668652699,"positive",1,0,0,"OG","Other, kinases"
"HG-5-88-01","DSEN","freq50","BCOR",0.00899726938236005,"positive",0,1,1,"TSG;fusion","Other, kinases"
"TW 37","EN","freq50","CDH1",0.00159676009645849,"positive",0,1,0,"TSG","Apoptosis regulation"
"TW 37","EN","freq50","EED",0.000389853920219967,"positive",0,1,0,"TSG","Apoptosis regulation"
"XMD11-85h","DSEN","freq50","AKT1",0.000237464541044866,"positive",1,0,0,"OG","Other, kinases"
"XMD11-85h","DSEN","freq50","ATM",-0.000155489858610575,"negative",0,1,0,"TSG","Other, kinases"
"XMD11-85h","DSEN","freq50","RB1",-0.000181914555413127,"negative",0,1,0,"TSG","Other, kinases"
"ZG-10","DSEN","freq50","RB1",-0.00484777457544867,"negative",0,1,0,"TSG","JNK and p38 signaling"
"ZG-10","EN","freq50","RB1",-0.00362140841428116,"negative",0,1,0,"TSG","JNK and p38 signaling"
"XMD8-92","EN","freq50","CARD11",0.000263518990725874,"positive",1,0,0,"OG","ERK MAPK signaling"
"XMD8-92","EN","freq50","RB1",-0.000502031628261196,"negative",0,1,0,"TSG","ERK MAPK signaling"
"CCT-018159","DSEN","freq50","EGFR",-0.000336590951377526,"negative",1,0,0,"OG","Protein stability and degradation"
"CCT-018159","EN","freq50","APC",0.00140128469513558,"positive",0,1,0,"TSG","Protein stability and degradation"
"CCT-018159","EN","freq50","BRAF",0.000399846393215598,"positive",1,0,1,"OG;fusion","Protein stability and degradation"
"CCT-018159","EN","freq50","EGFR",-0.000268678891393139,"negative",1,0,0,"OG","Protein stability and degradation"
"GSK269962A","DSEN","freq50","CDH1",0.002974503496321,"positive",0,1,0,"TSG","Cytoskeleton"
"GSK269962A","EN","freq50","CDH1",0.00367129645649454,"positive",0,1,0,"TSG","Cytoskeleton"
"SB-505124","DSEN","freq50","ATM",-0.000234633429155964,"negative",0,1,0,"TSG","Unknown"
"SB-505124","DSEN","freq50","SYK",0.000256803798470995,"positive",1,0,1,"OG;fusion","Unknown"
"QL-XII-61","EN","freq50","CTNNB1",0.000643575959338339,"positive",1,0,1,"OG;fusion","Other, kinases"
"JQ1","EN","freq50","CTNNB1",0.000764932437252733,"positive",1,0,1,"OG;fusion","Chromatin other"
"PFI-1","EN","freq50","CTNNB1",0.00210948473986443,"positive",1,0,1,"OG;fusion","Chromatin other"
"UNC0638","DSEN","freq50","AKT1",0.000415634539020132,"positive",1,0,0,"OG","Chromatin histone methylation"
"UNC0638","EN","freq50","AKT1",0.00100801938674354,"positive",1,0,0,"OG","Chromatin histone methylation"
"UNC0638","EN","freq50","ATF1",0.00400344358913501,"positive",1,0,1,"OG;fusion","Chromatin histone methylation"
"UNC0638","EN","freq50","CTNNB1",0.000383468406225244,"positive",1,0,1,"OG;fusion","Chromatin histone methylation"
"UNC0638","EN","freq50","KDR",0.000832892101600186,"positive",1,0,0,"OG","Chromatin histone methylation"
"UNC0638","EN","freq50","PIK3CA",0.00273725744403895,"positive",1,0,0,"OG","Chromatin histone methylation"
"UNC0638","EN","freq50","PIK3R1",-0.000480648711135,"negative",0,1,0,"TSG","Chromatin histone methylation"
"UNC0638","EN","freq50","TET1",0.000363236345989428,"positive",1,1,1,"OG;TSG;fusion","Chromatin histone methylation"
"YK-4-279","DSEN","freq50","BCOR",0.00108992926632543,"positive",0,1,1,"TSG;fusion","Other"
"YK-4-279","DSEN","freq50","ERBB3",0.00114302325950054,"positive",1,0,0,"OG","Other"
"YK-4-279","EN","freq50","BCOR",0.00130173681627361,"positive",0,1,1,"TSG;fusion","Other"
"YK-4-279","EN","freq50","CDH1",0.000396066735410398,"positive",0,1,0,"TSG","Other"
"YK-4-279","EN","freq50","ERBB3",0.000588290682090653,"positive",1,0,0,"OG","Other"
"YK-4-279","EN","freq50","EZH2",0.0107637507429639,"positive",1,1,0,"OG;TSG","Other"
"YK-4-279","EN","freq50","P2RY8",0.00349937372504669,"positive",1,0,1,"OG;fusion","Other"
"YK-4-279","EN","freq50","PER1",0.0039787581667789,"positive",0,1,1,"TSG;fusion","Other"
"YK-4-279","EN","freq50","RB1",0.00642883931666762,"positive",0,1,0,"TSG","Other"
"YK-4-279","EN","freq50","SETD1B",-0.00417969791114487,"negative",0,1,0,"TSG","Other"
"YK-4-279","EN","freq50","TP63",0.000768760024350163,"positive",1,1,0,"OG;TSG","Other"
"CHIR-99021","DSEN","freq50","CDH1",0.000338655393989468,"positive",0,1,0,"TSG","WNT signaling"
"CHIR-99021","EN","freq50","CDH1",0.000288805915535253,"positive",0,1,0,"TSG","WNT signaling"
"CHIR-99021","EN","freq50","CDKN1A",-0.000236415082356364,"negative",1,1,0,"OG;TSG","WNT signaling"
"CHIR-99021","EN","freq50","RB1",0.000798265900209404,"positive",0,1,0,"TSG","WNT signaling"
"CHIR-99021","EN","freq50","SMAD3",-0.000296320295123561,"negative",0,1,0,"TSG","WNT signaling"
"CHIR-99021","EN","freq50","TP53",0.00212697427046516,"positive",1,1,1,"OG;TSG;fusion","WNT signaling"
"CHIR-99021","EN","freq50","VHL",-0.0104527604009721,"negative",0,1,0,"TSG","WNT signaling"
"CHIR-99021","EN","freq50","WWTR1",-0.000268261830463604,"negative",1,0,1,"OG;fusion","WNT signaling"
"(5Z)-7-Oxozeaenol","DSEN","freq50","BAX",-0.0036133927317478,"negative",0,1,0,"TSG","Other, kinases"
"(5Z)-7-Oxozeaenol","DSEN","freq50","MAP2K1",-0.0102256940996562,"negative",1,0,0,"OG","Other, kinases"
"(5Z)-7-Oxozeaenol","DSEN","freq50","TP53",0.0380976470846406,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"(5Z)-7-Oxozeaenol","EN","freq50","BRAF",-0.124544545741653,"negative",1,0,1,"OG;fusion","Other, kinases"
"(5Z)-7-Oxozeaenol","EN","freq50","KEAP1",0.0168271349214442,"positive",0,1,0,"TSG","Other, kinases"
"(5Z)-7-Oxozeaenol","EN","freq50","MAP2K1",-0.00634310913342149,"negative",1,0,0,"OG","Other, kinases"
"(5Z)-7-Oxozeaenol","EN","freq50","RB1",0.00613133521110242,"positive",0,1,0,"TSG","Other, kinases"
"(5Z)-7-Oxozeaenol","EN","freq50","TP53",0.0543980790453536,"positive",1,1,1,"OG;TSG;fusion","Other, kinases"
"Piperlongumine","EN","freq50","APC",0.000991776295510232,"positive",0,1,0,"TSG","Other"
"Piperlongumine","EN","freq50","CDH1",0.000530400073179,"positive",0,1,0,"TSG","Other"
"Piperlongumine","EN","freq50","CDKN1A",-0.000348034775237105,"negative",1,1,0,"OG;TSG","Other"
"Piperlongumine","EN","freq50","SYK",0.000639667464879605,"positive",1,0,1,"OG;fusion","Other"
"Piperlongumine","EN","freq50","WWTR1",-0.000479861313577683,"negative",1,0,1,"OG;fusion","Other"
"Daporinad","DSEN","freq50","BAP1",-0.00622611106465768,"negative",0,1,0,"TSG","Metabolism"
"Daporinad","DSEN","freq50","CDH1",0.00151385456489437,"positive",0,1,0,"TSG","Metabolism"
"Daporinad","DSEN","freq50","ERBB2",0.00556429344598988,"positive",1,0,1,"OG;fusion","Metabolism"
"Daporinad","DSEN","freq50","ERBB3",0.0113297852168446,"positive",1,0,0,"OG","Metabolism"
"Daporinad","DSEN","freq50","RB1",-0.00293085596529166,"negative",0,1,0,"TSG","Metabolism"
"Daporinad","DSEN","freq50","SND1",0.00165092105556462,"positive",1,0,1,"OG;fusion","Metabolism"
"Daporinad","EN","freq50","APOBEC3B",0.0421299915596303,"positive",1,1,0,"OG;TSG","Metabolism"
"Daporinad","EN","freq50","BAP1",-0.00434668177260541,"negative",0,1,0,"TSG","Metabolism"
"Daporinad","EN","freq50","CDH1",0.0037043385121053,"positive",0,1,0,"TSG","Metabolism"
"Daporinad","EN","freq50","CTNNB1",0.00365926420864585,"positive",1,0,1,"OG;fusion","Metabolism"
"Daporinad","EN","freq50","ERBB2",0.00665419257532305,"positive",1,0,1,"OG;fusion","Metabolism"
"Daporinad","EN","freq50","ERBB3",0.0094596249371299,"positive",1,0,0,"OG","Metabolism"
"Daporinad","EN","freq50","NOTCH1",-0.0235566770090796,"negative",1,1,1,"OG;TSG;fusion","Metabolism"
"Daporinad","EN","freq50","PIK3R1",-0.00174510780467327,"negative",0,1,0,"TSG","Metabolism"
"Daporinad","EN","freq50","RB1",-0.00374209046947078,"negative",0,1,0,"TSG","Metabolism"
"Daporinad","EN","freq50","SND1",0.00119438961843832,"positive",1,0,1,"OG;fusion","Metabolism"
"Daporinad","EN","freq50","TET2",-0.0203894653691684,"negative",0,1,0,"TSG","Metabolism"
"Talazoparib","DSEN","freq50","TP53",0.00902261901194689,"positive",1,1,1,"OG;TSG;fusion","Genome integrity"
"Talazoparib","EN","freq50","APC",0.00268444463956496,"positive",0,1,0,"TSG","Genome integrity"
"Talazoparib","EN","freq50","CBL",0.00431404872249709,"positive",1,1,1,"OG;TSG;fusion","Genome integrity"
"Talazoparib","EN","freq50","CDH1",0.00095399427263545,"positive",0,1,0,"TSG","Genome integrity"
"Talazoparib","EN","freq50","EZH2",0.00809876571687592,"positive",1,1,0,"OG;TSG","Genome integrity"
"Talazoparib","EN","freq50","STAG2",-0.020869206226016,"negative",0,1,0,"TSG","Genome integrity"
"Talazoparib","EN","freq50","TP53",0.00529062435824835,"positive",1,1,1,"OG;TSG;fusion","Genome integrity"
"UNC1215","EN","freq50","VHL",-0.00111590845013444,"negative",0,1,0,"TSG","Chromatin other"
"XAV939","DSEN","freq50","BCL2",0.000172792719147262,"positive",1,0,1,"OG;fusion","WNT signaling"
"XAV939","DSEN","freq50","EGFR",-0.000492419533285513,"negative",1,0,0,"OG","WNT signaling"
"XAV939","DSEN","freq50","MAP3K1",-0.000201601713790288,"negative",1,1,0,"OG;TSG","WNT signaling"
"XAV939","DSEN","freq50","SMAD4",0.000335765591886916,"positive",0,1,0,"TSG","WNT signaling"
"XAV939","DSEN","freq50","SPEN",0.000324275378396669,"positive",0,1,0,"TSG","WNT signaling"
"XAV939","DSEN","freq50","WWTR1",-0.000642100298279522,"negative",1,0,1,"OG;fusion","WNT signaling"
"XAV939","EN","freq50","AMER1",0.000774833532430515,"positive",0,1,0,"TSG","WNT signaling"
"XAV939","EN","freq50","BCL2",0.000158882884297247,"positive",1,0,1,"OG;fusion","WNT signaling"
"XAV939","EN","freq50","EGFR",-0.000533958355246635,"negative",1,0,0,"OG","WNT signaling"
"XAV939","EN","freq50","NF2",-0.00430416708977695,"negative",0,1,0,"TSG","WNT signaling"
"XAV939","EN","freq50","SMAD4",0.000352797934468066,"positive",0,1,0,"TSG","WNT signaling"
"XAV939","EN","freq50","SPEN",0.000368955264376321,"positive",0,1,0,"TSG","WNT signaling"
"XAV939","EN","freq50","STK11",-0.00243766994062576,"negative",0,1,0,"TSG","WNT signaling"
"XAV939","EN","freq50","WWTR1",-0.000593345971212233,"negative",1,0,1,"OG;fusion","WNT signaling"
"PLX-4720_repl_1371","DSEN","freq50","BRAF",-0.015418150025098,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"PLX-4720_repl_1371","DSEN","freq50","MAP2K1",-0.0024360236534748,"negative",1,0,0,"OG","ERK MAPK signaling"
"PLX-4720_repl_1371","DSEN","freq50","RAF1",0.000604065830447094,"positive",1,0,1,"OG;fusion","ERK MAPK signaling"
"PLX-4720_repl_1371","EN","freq50","BRAF",-0.15592928576737,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"Trametinib","DSEN","freq50","MAP2K1",-0.00542898427154248,"negative",1,0,0,"OG","ERK MAPK signaling"
"Trametinib","EN","freq50","ASXL1",-0.0346613362307383,"negative",0,1,0,"TSG","ERK MAPK signaling"
"Trametinib","EN","freq50","BRAF",-0.128077229319029,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"Trametinib","EN","freq50","ERBB3",-0.0045627793765059,"negative",1,0,0,"OG","ERK MAPK signaling"
"Trametinib","EN","freq50","KRAS",-0.0443234647368695,"negative",1,0,0,"OG","ERK MAPK signaling"
"Trametinib","EN","freq50","MAP2K1",-0.0184720777662933,"negative",1,0,0,"OG","ERK MAPK signaling"
"Trametinib","EN","freq50","NRAS",-0.0639829516701693,"negative",1,0,0,"OG","ERK MAPK signaling"
"Trametinib","EN","freq50","RB1",0.0100506627225049,"positive",0,1,0,"TSG","ERK MAPK signaling"
"Dabrafenib","DSEN","freq50","ATM",-0.00261825946294382,"negative",0,1,0,"TSG","ERK MAPK signaling"
"Dabrafenib","DSEN","freq50","BAX",-0.00182309335272538,"negative",0,1,0,"TSG","ERK MAPK signaling"
"Dabrafenib","DSEN","freq50","BRAF",-0.0494696996614763,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"Dabrafenib","DSEN","freq50","MAP2K1",-0.0107027963964829,"negative",1,0,0,"OG","ERK MAPK signaling"
"Dabrafenib","DSEN","freq50","TP53",0.0122671703565801,"positive",1,1,1,"OG;TSG;fusion","ERK MAPK signaling"
"Dabrafenib","EN","freq50","ATM",-0.00250476771860789,"negative",0,1,0,"TSG","ERK MAPK signaling"
"Dabrafenib","EN","freq50","BRAF",-0.387678508542618,"negative",1,0,1,"OG;fusion","ERK MAPK signaling"
"Dabrafenib","EN","freq50","TP53",0.021371603556151,"positive",1,1,1,"OG;TSG;fusion","ERK MAPK signaling"
"Afatinib_repl_1377","DSEN","freq50","EGFR",-0.00189078280902348,"negative",1,0,0,"OG","EGFR signaling"
