"drug","mse_en","mse_dsen","mse_tglasso","pct_improvement_dsen","pct_improvement_tglasso","winner"
"AZ628",0.0251307170627777,0.0235717674095804,0.0293711356222924,6.20336319613551,-16.8734483338535,"DSEN"
"Sorafenib",0.0171382840273768,0.0158860021223379,0.0182932370005192,7.3069270122872,-6.73902341271432,"DSEN"
"Tozasertib",0.0386117227107989,0.0347968441748013,0.0435598301902157,9.88010445576586,-12.8150394026136,"DSEN"
"Imatinib",0.00762495541959228,0.0067193812373954,0.0100967226097545,11.8764521543301,-32.4168084158371,"DSEN"
"NVP-TAE684",0.026996886128683,0.025138919355499,0.0299406203070159,6.88215212794483,-10.9039767190236,"DSEN"
"Crizotinib",0.00549414304322656,0.00489078096758484,0.00638501247071961,10.9819142110902,-16.2148932141721,"DSEN"
"Saracatinib",0.00665253191822843,0.00630405788336637,0.00713867241686803,5.23821665413157,-7.30760114517511,"DSEN"
"S-Trityl-L-cysteine",0.0168807135061401,0.016322547488955,0.0205271999683894,3.30653095310263,-21.601494871191,"DSEN"
"Z-LLNle-CHO",0.00805362945836515,0.00765110116624647,0.012649156737429,4.99809799047286,-57.0615683627034,"DSEN"
"Dasatinib",0.0644228029306228,0.0566045843922563,0.0706622087214012,12.1357938225475,-9.68508898549113,"DSEN"
"GNF-2",0.00323736294095815,0.00250166892106271,0.00351631714435897,22.7251016741947,-8.61671083805817,"DSEN"
"CGP-60474",0.014592421648643,0.014198389938062,0.0171387043303078,2.70024893789745,-17.4493496896835,"DSEN"
"CGP-082996",0.00266037941132944,0.00250319357718812,0.00299720572666331,5.90839913554929,-12.6608375444295,"DSEN"
"A-770041",0.0330535838651078,0.0326052549825084,0.0352999069122633,1.35636996105789,-6.79600450082138,"DSEN"
"WH-4-023",0.044550449895806,0.0380105275905322,0.0480976330142729,14.6798120346019,-7.96217126148672,"DSEN"
"WZ-1-84",0.00315899066766918,0.00301687303490239,0.00321119654685837,4.49883040875361,-1.65261264376288,"DSEN"
"BI-2536",0.0236945927676779,0.0242014119968504,0.0259061267033771,-2.1389657722409,-9.33349628492448,"EN"
"BMS-536924_repl_62",0.0240846822833351,0.0241680927915103,0.0251578301674468,-0.346321812320161,-4.4557278002967,"EN"
"BMS-509744",0.00415268712457694,0.00414810012856329,0.00422754260943591,0.110458502556157,-1.80257945309557,"DSEN"
"CMK",0.00595568199848979,0.00576226233341873,0.00647778713180154,3.24764930565645,-8.76650454883492,"DSEN"
"Pyrimethamine",0.0118153352637331,0.0110346211779162,0.0135586247111318,6.60763379447457,-14.7544645030064,"DSEN"
"JW-7-52-1",0.0471632024955502,0.0449258522062457,0.068427880812295,4.7438472599811,-45.087435101022,"DSEN"
"A-443654",0.0176136978941067,0.0173546565302035,0.0186192543446309,1.47068131553382,-5.70894571128442,"DSEN"
"GW843682X",0.0395102013578125,0.0386097226162865,0.0442056666202711,2.27910440994992,-11.8841845930764,"DSEN"
"Entinostat",0.029052488136054,0.0289175838846574,0.0314007627191638,0.464346636215244,-8.08286908891497,"DSEN"
"Parthenolide",0.00398335452725107,0.00395953112658448,0.00430629203637926,0.598073822041394,-8.10717466695214,"DSEN"
"GSK319347A",0.000346800821929366,0.000341155514082667,0.000394636891851429,1.62782424081129,-13.7935284166673,"DSEN"
"TGX221",0.00440317975079765,0.00372907135467841,0.00528335216820668,15.3095815812907,-19.9894727724796,"DSEN"
"Bortezomib",0.0308202967067919,0.0294071648370775,0.0359386684972973,4.5850689990372,-16.6071463853801,"DSEN"
"XMD8-85",0.0065189232296706,0.0066376568032081,0.00771900250379336,-1.82136787555788,-18.4091640880299,"EN"
"Seliciclib",0.00189380184559638,0.00179520008902767,0.0020415542003204,5.20655087531923,-7.80189094585506,"DSEN"
"Salubrinal",0.00433745012740484,0.00429906572746556,0.00490812189838243,0.88495311327638,-13.1568491674861,"DSEN"
"Lapatinib",0.00282336462240331,0.00273035107384898,0.00309443249902923,3.29442211665721,-9.6008809657458,"DSEN"
"GSK269962A_repl_127",0.0196804215685319,0.0187864799519027,0.0209396278030565,4.54228896223732,-6.39826860486573,"DSEN"
